title,movie_rating,release_date,genre_name,director,writer,actors,imdb_rating,box_office,run_time
Arthur,PG,1981-07-17,Comedy,Steve Gordon,Steve Gordon,Dudley Moore,6.9,7000000.0,97.0
My Dinner with Andre,PG,1981-10-11,Biography,Louis Malle,Wallace Shawn,Andre Gregory,7.8,0.0,110.0
Caveman,PG,1981-04-17,Comedy,Carl Gottlieb,Rudy De Luca,Ringo Starr,5.8,0.0,91.0
Dead & Buried,R,1981-10-09,Horror,Gary Sherman,Jeff Millar,James Farentino,6.6,3000000.0,94.0
History of the World: Part I,R,1981-06-12,Comedy,Mel Brooks,Mel Brooks,Mel Brooks,6.9,11000000.0,92.0
The Howling,R,1981-04-10,Horror,Joe Dante,Gary Brandner,Dee Wallace,6.6,1000000.0,91.0
Dragonslayer,PG,1981-06-26,Action,Matthew Robbins,Hal Barwood,Peter MacNicol,6.7,18000000.0,109.0
Cutter's Way,R,1982-02-10,Crime,Ivan Passer,Newton Thornburg,Jeff Bridges,6.9,3000000.0,109.0
Quest for Fire,R,1982-02-12,Adventure,Jean-Jacques Annaud,Gérard Brach,Everett McGill,7.3,12500000.0,100.0
The Final Conflict,R,1981-03-20,Horror,Graham Baker,David Seltzer,Sam Neill,5.6,5000000.0,108.0
Mommie Dearest,R,1981-09-25,Biography,Frank Perry,Christina Crawford,Faye Dunaway,6.7,5000000.0,129.0
Private Lessons,R,1981-06-10,Comedy,Alan Myerson,Dan Greenburg,Sylvia Kristel,5.2,2800000.0,87.0
The Postman Always Rings Twice,R,1981-03-20,Crime,Bob Rafelson,David Mamet,Jack Nicholson,6.6,12000000.0,122.0
Ragtime,PG,1981-12-25,Drama,Milos Forman,E.L. Doctorow,James Cagney,7.3,0.0,155.0
Deadly Blessing,R,1981-08-14,Horror,Wes Craven,Glenn M. Benest,Maren Jensen,5.6,2500000.0,100.0
Eyewitness,R,1981-02-13,Crime,Peter Yates,Steve Tesich,William Hurt,6.0,8500000.0,103.0
Gallipoli,PG,1981-08-28,Adventure,Peter Weir,David Williamson,Mel Gibson,7.4,0.0,110.0
Outland,R,1981-05-22,Action,Peter Hyams,Peter Hyams,Sean Connery,6.6,16000000.0,109.0
Southern Comfort,R,1981-09-25,Action,Walter Hill,Michael Kane,Keith Carradine,7.2,0.0,106.0
S.O.B.,R,1981-07-01,Comedy,Blake Edwards,Blake Edwards,Julie Andrews,6.4,12000000.0,122.0
The Beyond,R,1983-11-11,Horror,Lucio Fulci,Dardano Sacchetti,Catriona MacColl,6.8,400000.0,87.0
Ghost Story,R,1981-12-18,Drama,John Irvin,Peter Straub,Craig Wasson,6.3,0.0,110.0
My Bloody Valentine,R,1981-02-11,Horror,George Mihalka,Stephen A. Miller,Paul Kelman,6.3,0.0,90.0
The Funhouse,R,1981-03-13,Horror,Tobe Hooper,Lawrence J. Block,Elizabeth Berridge,5.9,0.0,96.0
One from the Heart,R,1982-02-11,Drama,Francis Ford Coppola,Armyan Bernstein,Frederic Forrest,6.5,26000000.0,107.0
The French Lieutenant's Woman,R,1981-10-16,Drama,Karel Reisz,John Fowles,Meryl Streep,7.0,0.0,124.0
The Great Muppet Caper,G,1981-06-26,Adventure,Jim Henson,Tom Patchett,Jim Henson,7.2,0.0,97.0
True Confessions,R,1981-09-25,Crime,Ulu Grosbard,John Gregory Dunne,Robert De Niro,6.3,10000000.0,108.0
Looker,PG,1981-10-30,Drama,Michael Crichton,Michael Crichton,Albert Finney,6.1,8000000.0,93.0
Nighthawks,R,1981-04-10,Action,Bruce Malmuth,David Shaber,Sylvester Stallone,6.4,5000000.0,99.0
Nice Dreams,R,1981-06-05,Comedy,Tommy Chong,Tommy Chong,Cheech Marin,6.2,0.0,88.0
Sharky's Machine,R,1981-12-18,Action,Burt Reynolds,William Diehl,Burt Reynolds,6.3,0.0,122.0
Neighbors,R,1981-12-18,Comedy,John G. Avildsen,Thomas Berger,John Belushi,5.6,8500000.0,94.0
Puberty Blues,R,1981-12-10,Comedy,Bruce Beresford,Margaret Kelly,Nell Schofield,5.9,0.0,87.0
Eye of the Needle,R,1981-07-24,Romance,Richard Marquand,Ken Follett,Donald Sutherland,7.1,0.0,112.0
Wolfen,R,1981-07-24,Horror,Michael Wadleigh,Whitley Strieber,Albert Finney,6.3,17000000.0,115.0
Student Bodies,R,1981-08-07,Comedy,Mickey Rose,Mickey Rose,Kristen Riter,5.5,0.0,86.0
Prince of the City,R,1981-08-26,Crime,Sidney Lumet,Jay Presson Allen,Treat Williams,7.5,8600000.0,167.0
The Hand,R,1981-04-24,Drama,Oliver Stone,Marc Brandel,Michael Caine,5.5,0.0,104.0
Continental Divide,PG,1981-09-18,Comedy,Michael Apted,Lawrence Kasdan,John Belushi,6.2,0.0,103.0
Diva,R,1982-04-23,Music,Jean-Jacques Beineix,Daniel Odier,Wilhelmenia Fernandez,7.2,0.0,117.0
Venom,R,1982-01-29,Horror,Piers Haggard,Alan Scholefield,Klaus Kinski,5.8,0.0,92.0
Fort Apache the Bronx,R,1981-02-06,Crime,Daniel Petrie,Heywood Gould,Paul Newman,6.7,0.0,125.0
Eyes of a Stranger,R,1981-03-27,Horror,Ken Wiederhorn,Ron Kurz,Lauren Tewes,6.0,800000.0,84.0
Zorro: The Gay Blade,PG,1981-07-17,Action,Peter Medak,Hal Dresner,George Hamilton,6.2,0.0,93.0
Under the Rainbow,PG,1981-07-31,Comedy,Steve Rash,Fred Bauer,Chevy Chase,5.4,20000000.0,98.0
Carbon Copy,PG,1981-09-25,Comedy,Michael Schultz,Stanley Shapiro,George Segal,5.6,6000000.0,92.0
The Incredible Shrinking Woman,PG,1981-01-30,Comedy,Joel Schumacher,Richard Matheson,Lily Tomlin,5.5,0.0,88.0
The Night the Lights Went Out in Georgia,PG,1981-06-05,Drama,Ron Maxwell,Bob Bonney,Kristy McNichol,6.0,0.0,112.0
Quartet,R,1981-10-25,Drama,James Ivory,Jean Rhys,Isabelle Adjani,6.3,0.0,101.0
Graduation Day,R,1981-05-01,Horror,Herb Freed,Anne Marisse,Christopher George,4.9,250000.0,96.0
Modern Problems,PG,1981-12-25,Comedy,Ken Shapiro,Ken Shapiro,Chevy Chase,5.1,8000000.0,93.0
Pennies from Heaven,R,1982-01-01,Drama,Herbert Ross,Dennis Potter,Steve Martin,6.5,22000000.0,108.0
American Pop,R,1981-02-13,Animation,Ralph Bakshi,Ronni Kern,Mews Small,7.2,1500000.0,96.0
The Legend of the Lone Ranger,PG,1981-05-22,Action,William A. Fraker,Ivan Goff,Klinton Spilsbury,5.1,18000000.0,98.0
Sphinx,PG,1981-02-11,Adventure,Franklin J. Schaffner,John Byrum,Lesley-Anne Down,5.2,14000000.0,118.0
Night School,R,1981-09-11,Horror,Ken Hughes,Ruth Avergon,Leonard Mann,5.6,0.0,88.0
An Eye for an Eye,R,1981-08-14,Action,Steve Carver,James Bruner,Chuck Norris,5.5,3800000.0,106.0
Zoot Suit,R,1982-01-01,Drama,Luis Valdez,Luis Valdez,Daniel Valdez,6.8,2700000.0,103.0
Rich and Famous,R,1981-10-09,Drama,George Cukor,Gerald Ayres,Jacqueline Bisset,5.9,0.0,117.0
Buddy Buddy,R,1981-12-11,Comedy,Billy Wilder,Francis Veber,Jack Lemmon,6.5,10000000.0,96.0
Bustin' Loose,R,1981-05-22,Comedy,Oz Scott,Lonne Elder III,Richard Pryor,6.1,11000000.0,94.0
Modern Romance,R,1981-03-13,Comedy,Albert Brooks,Albert Brooks,Albert Brooks,7.0,0.0,93.0
Heartbeeps,PG,1981-12-18,Comedy,Allan Arkush,John Hill,Andy Kaufman,4.3,12000000.0,78.0
Back Roads,R,1981-03-13,Adventure,Martin Ritt,Gary DeVore,Sally Field,5.6,0.0,94.0
Take This Job and Shove It,PG,1981-05-15,Comedy,Gus Trikonis,Barry Schneider,Robert Hays,5.0,3500000.0,100.0
Raggedy Man,R,1981-09-18,Drama,Jack Fisk,William D. Wittliff,Sissy Spacek,6.8,0.0,94.0
Whose Life Is It Anyway?,R,1982-01-22,Comedy,John Badham,Brian Clark,Richard Dreyfuss,7.3,13000000.0,119.0
Inchon,PG,1982-09-17,Drama,Terence Young,Robin Moore,Laurence Olivier,2.7,46000000.0,140.0
All Night Long,R,1981-03-06,Comedy,Jean-Claude Tramont,W.D. Richter,Gene Hackman,5.5,14000000.0,87.0
The Pursuit of D.B. Cooper,PG,1981-11-13,Adventure,Roger Spottiswoode,J.D. Reed,Robert Duvall,5.6,12000000.0,100.0
Rollover,R,1981-12-11,Drama,Alan J. Pakula,Howard Kohn,Jane Fonda,5.4,16000000.0,116.0
Only When I Laugh,R,1981-09-25,Comedy,Glenn Jordan,Neil Simon,Marsha Mason,6.5,0.0,120.0
Honky Tonk Freeway,PG,1981-08-21,Action,John Schlesinger,Edward Clinton,David Rasche,5.2,24000000.0,107.0
Paternity,PG,1981-10-02,Comedy,David Steinberg,Charlie Peters,Burt Reynolds,4.9,0.0,94.0
King of the Mountain,PG,1981-05-01,Action,Noel Nosseck,David Barry,Harry Hamlin,5.5,2000000.0,90.0
Scream,R,1981-01-01,Horror,Byron Quisenberry,Byron Quisenberry,Pepper Martin,2.9,0.0,82.0
The Devil and Max Devlin,PG,1981-03-06,Comedy,Steven Hilliard Stern,Mary Rodgers,Elliott Gould,5.0,0.0,96.0
The Amateur,R,1982-02-12,Crime,Charles Jarrott,Robert Littell,John Savage,5.8,0.0,112.0
Longshot,TV-PG,1981-01-01,Comedy,E.W. Swackhamer,Barry Rosen,Leif Garrett,5.1,0.0,100.0
Comin' at Ya!,R,1981-07-24,Western,Ferdinando Baldi,Wolfe Lowenthal,Tony Anthony,5.1,0.0,91.0
Le Pont du Nord,Not Rated,1982-03-24,Adventure,Jacques Rivette,Bulle Ogier,Bulle Ogier,6.9,0.0,129.0
Silence of the North,PG,1981-10-23,Drama,Allan King,Olive Frederickson,Ellen Burstyn,6.3,0.0,94.0
Fast Times at Ridgemont High,R,1982-08-13,Comedy,Amy Heckerling,Cameron Crowe,Sean Penn,7.2,4500000.0,90.0
Blade Runner,R,1982-06-25,Action,Ridley Scott,Hampton Fancher,Harrison Ford,8.1,28000000.0,117.0
The Thing,R,1982-06-25,Horror,John Carpenter,Bill Lancaster,Kurt Russell,8.1,15000000.0,109.0
Conan the Barbarian,R,1982-05-14,Action,John Milius,Robert E. Howard,Arnold Schwarzenegger,6.9,20000000.0,129.0
E.T. the Extra-Terrestrial,PG,1982-06-11,Family,Steven Spielberg,Melissa Mathison,Henry Thomas,7.8,10500000.0,115.0
First Blood,R,1982-10-22,Action,Ted Kotcheff,David Morrell,Sylvester Stallone,7.7,15000000.0,93.0
An Officer and a Gentleman,R,1982-08-13,Drama,Taylor Hackford,Douglas Day Stewart,Richard Gere,7.0,7500000.0,124.0
Grease 2,PG,1982-06-11,Comedy,Patricia Birch,Ken Finkleman,Michelle Pfeiffer,4.4,13200000.0,115.0
Annie,PG,1982-06-18,Comedy,John Huston,Carol Sobieski,Aileen Quinn,6.6,50000000.0,127.0
Poltergeist,PG,1982-06-04,Horror,Tobe Hooper,Steven Spielberg,JoBeth Williams,7.3,10700000.0,114.0
48 Hrs.,R,1982-12-08,Action,Walter Hill,Roger Spottiswoode,Nick Nolte,6.9,12000000.0,96.0
Star Trek II: The Wrath of Khan,PG,1982-06-04,Action,Nicholas Meyer,Gene Roddenberry,William Shatner,7.7,11200000.0,113.0
Paradise,R,1982-05-07,Adventure,Stuart Gillard,Stuart Gillard,Willie Aames,4.9,0.0,100.0
The Last American Virgin,R,1982-07-30,Comedy,Boaz Davidson,Boaz Davidson,Lawrence Monoson,6.3,0.0,92.0
Sophie's Choice,R,1983-03-04,Drama,Alan J. Pakula,William Styron,Meryl Streep,7.6,12000000.0,150.0
Gandhi,PG,1983-02-25,Biography,Richard Attenborough,John Briley,Ben Kingsley,8.0,22000000.0,191.0
Tootsie,PG,1982-12-17,Comedy,Sydney Pollack,Don McGuire,Dustin Hoffman,7.4,21000000.0,116.0
Tron,PG,1982-07-09,Action,Steven Lisberger,Steven Lisberger,Jeff Bridges,6.8,17000000.0,96.0
The Secret of NIMH,G,1982-07-16,Animation,Don Bluth,Robert C. O'Brien,Elizabeth Hartman,7.6,7000000.0,82.0
The King of Comedy,PG,1983-02-18,Comedy,Martin Scorsese,Paul D. Zimmerman,Robert De Niro,7.8,20000000.0,109.0
Rocky III,PG,1982-05-28,Drama,Sylvester Stallone,Sylvester Stallone,Sylvester Stallone,6.8,17000000.0,99.0
The Beastmaster,PG,1982-08-20,Action,Don Coscarelli,Don Coscarelli,Marc Singer,6.2,8000000.0,118.0
Creepshow,R,1982-11-12,Comedy,George A. Romero,Stephen King,Hal Holbrook,6.9,8000000.0,120.0
The Man from Snowy River,PG,1982-11-05,Adventure,George Miller,A.B. 'Banjo' Paterson,Kirk Douglas,7.3,3500000.0,102.0
Pink Floyd: The Wall,R,1982-09-17,Drama,Alan Parker,Roger Waters,Bob Geldof,8.0,12000000.0,95.0
Cat People,R,1982-04-02,Fantasy,Paul Schrader,DeWitt Bodeen,Nastassja Kinski,6.2,18000000.0,118.0
Fanny and Alexander,R,1982-12-17,Drama,Ingmar Bergman,Ingmar Bergman,Bertil Guve,8.1,6000000.0,188.0
Friday the 13th Part III,R,1982-08-13,Horror,Steve Miner,Martin Kitrosser,Dana Kimmell,5.7,2300000.0,95.0
Firefox,PG,1982-06-18,Action,Clint Eastwood,Alex Lasker,Clint Eastwood,6.0,18000000.0,136.0
Halloween III: Season of the Witch,R,1982-10-22,Horror,Tommy Lee Wallace,Tommy Lee Wallace,Tom Atkins,5.0,2500000.0,98.0
The Dark Crystal,PG,1982-12-17,Adventure,Jim Henson,David Odell,Jim Henson,7.2,15000000.0,93.0
The Verdict,R,1982-12-17,Drama,Sidney Lumet,Barry Reed,Paul Newman,7.7,16000000.0,129.0
Pieces,Not Rated,1983-09-23,Horror,Juan Piquer Simón,Dick Randall,Christopher George,6.1,300000.0,85.0
Zapped!,R,1982-09-03,Comedy,Robert J. Rosenthal,Bruce Rubin,Scott Baio,4.9,0.0,98.0
Six Pack,PG,1982-07-16,Comedy,Daniel Petrie,Mike Marvin,Kenny Rogers,5.9,0.0,108.0
The World According to Garp,R,1982-07-23,Comedy,George Roy Hill,John Irving,Robin Williams,7.2,17000000.0,136.0
Diner,R,1982-05-21,Comedy,Barry Levinson,Barry Levinson,Steve Guttenberg,7.1,5000000.0,110.0
The Best Little Whorehouse in Texas,R,1982-07-23,Comedy,Colin Higgins,Larry L. King,Burt Reynolds,6.0,35000000.0,114.0
The Year of Living Dangerously,PG,1983-02-18,Drama,Peter Weir,David Williamson,Mel Gibson,7.1,13000000.0,115.0
Night Shift,R,1982-07-30,Comedy,Ron Howard,Lowell Ganz,Henry Winkler,6.6,0.0,106.0
Summer Lovers,R,1982-07-16,Comedy,Randal Kleiser,Randal Kleiser,Peter Gallagher,5.7,0.0,98.0
Victor Victoria,PG,1982-03-19,Comedy,Blake Edwards,Blake Edwards,Julie Andrews,7.6,0.0,134.0
The Last Unicorn,G,1982-11-19,Animation,Jules Bass,Peter S. Beagle,Jeff Bridges,7.4,3500000.0,92.0
The Entity,R,1983-02-04,Drama,Sidney J. Furie,Frank De Felitta,Barbara Hershey,6.7,9000000.0,125.0
Airplane II: the Sequel,PG,1982-12-10,Comedy,Ken Finkleman,Ken Finkleman,Robert Hays,6.2,15000000.0,85.0
The Toy,PG,1982-12-10,Comedy,Richard Donner,Francis Veber,Richard Pryor,5.8,17000000.0,102.0
The House on Sorority Row,R,1983-07-28,Horror,Mark Rosman,Mark Rosman,Kate McNeil,6.0,425000.0,91.0
Evil Under the Sun,PG,1982-03-05,Crime,Guy Hamilton,Anthony Shaffer,Peter Ustinov,7.1,10000000.0,117.0
The Sword and the Sorcerer,R,1982-04-30,Action,Albert Pyun,Tom Karnowski,Lee Horsley,5.6,0.0,99.0
Death Wish II,R,1982-02-19,Action,Michael Winner,David Engelbach,Charles Bronson,6.0,2000000.0,89.0
Silent Rage,R,1982-04-02,Action,Michael Miller,Joseph Fraley,Chuck Norris,5.5,4500000.0,103.0
Megaforce,PG,1982-06-25,Action,Hal Needham,Bob Kachler,Barry Bostwick,3.7,20000000.0,99.0
Personal Best,R,1982-06-26,Drama,Robert Towne,Robert Towne,Mariel Hemingway,6.3,16000000.0,128.0
Dead Men Don't Wear Plaid,PG,1982-05-21,Comedy,Carl Reiner,Carl Reiner,Steve Martin,6.9,9000000.0,88.0
Amityville II: The Possession,R,1982-09-24,Horror,Damiano Damiani,Tommy Lee Wallace,James Olson,5.5,5000000.0,104.0
Missing,PG,1982-03-12,Biography,Costa-Gavras,Costa-Gavras,Jack Lemmon,7.7,9500000.0,122.0
Frances,R,1983-03-11,Biography,Graeme Clifford,Eric Bergren,Jessica Lange,7.3,0.0,140.0
The Seduction,R,1982-01-29,Thriller,David Schmoeller,David Schmoeller,Morgan Fairchild,4.9,0.0,104.0
Cannery Row,PG,1982-02-12,Comedy,David S. Ward,John Steinbeck,Nick Nolte,6.7,11300000.0,120.0
Deathtrap,PG,1982-03-19,Comedy,Sidney Lumet,Ira Levin,Michael Caine,7.0,0.0,116.0
Tex,PG,1982-07-30,Drama,Tim Hunter,S.E. Hinton,Matt Dillon,6.5,0.0,103.0
Time Walker,PG,1982-11-19,Horror,Tom Kennedy,Jason Williams,Ben Murphy,3.6,750000.0,83.0
"I, the Jury",R,1982-04-22,Crime,Richard T. Heffron,Mickey Spillane,Armand Assante,5.9,0.0,111.0
Tempest,PG,1982-09-24,Comedy,Paul Mazursky,Paul Mazursky,John Cassavetes,6.5,13000000.0,140.0
Young Doctors in Love,R,1982-07-16,Comedy,Garry Marshall,Michael Elias,Michael McKean,5.5,0.0,96.0
My Favorite Year,PG,1982-10-08,Comedy,Richard Benjamin,Norman Steinberg,Peter O'Toole,7.4,0.0,92.0
Still of the Night,PG,1982-11-19,Crime,Robert Benton,Robert Benton,Roy Scheider,6.1,10000000.0,93.0
Parasite,R,1982-03-12,Horror,Charles Band,Alan J. Adler,Robert Glaudini,3.9,800000.0,85.0
Making Love,R,1982-03-05,Drama,Arthur Hiller,Barry Sandler,Michael Ontkean,6.9,0.0,113.0
Honkytonk Man,PG,1982-12-15,Comedy,Clint Eastwood,Clancy Carlile,Clint Eastwood,6.6,2000000.0,122.0
The Beast Within,R,1982-02-12,Horror,Philippe Mora,Tom Holland,Ronny Cox,5.6,0.0,98.0
"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",PG,1983-04-06,Comedy,Robert Altman,Ed Graczyk,Cher,7.2,850000.0,109.0
The Final Option,R,1983-09-16,Action,Ian Sharp,George Markstein,Lewis Collins,6.4,6000000.0,125.0
Trail of the Pink Panther,PG,1982-12-17,Comedy,Blake Edwards,Blake Edwards,Peter Sellers,5.0,6000000.0,96.0
The Sender,R,1982-10-22,Drama,Roger Christian,Thomas Baum,Kathryn Harrold,6.0,0.0,91.0
The Border,R,1982-02-12,Crime,Tony Richardson,Deric Washburn,Jack Nicholson,6.4,22000000.0,108.0
Kiss Me Goodbye,PG,1982-12-22,Comedy,Robert Mulligan,Bruno Barreto,Sally Field,6.0,0.0,101.0
A Midsummer Night's Sex Comedy,PG,1982-07-16,Comedy,Woody Allen,Woody Allen,Woody Allen,6.6,0.0,88.0
Vice Squad,R,1982-01-22,Action,Gary Sherman,Sandy Howard,Season Hubley,6.5,0.0,97.0
Best Friends,PG,1982-12-17,Comedy,Norman Jewison,Valerie Curtin,Burt Reynolds,5.5,15000000.0,116.0
Shoot the Moon,R,1982-02-19,Drama,Alan Parker,Bo Goldman,Albert Finney,6.9,12000000.0,124.0
Lookin' to Get Out,R,1983-06-30,Comedy,Hal Ashby,Al Schwartz,Jon Voight,5.1,17000000.0,105.0
Barbarosa,PG,1982-02-19,Western,Fred Schepisi,William D. Wittliff,Willie Nelson,6.4,11000000.0,90.0
Visiting Hours,R,1982-05-28,Horror,Jean-Claude Lord,Brian Taggert,Michael Ironside,5.7,0.0,103.0
A Little Sex,R,1982-04-02,Comedy,Bruce Paltrow,Robert De Laurentiis,Tim Matheson,4.9,0.0,95.0
Class Reunion,R,1982-10-29,Comedy,Michael Miller,John Hughes,Gerrit Graham,4.7,0.0,84.0
Hanky Panky,PG,1982-06-04,Action,Sidney Poitier,Henry Rosenbaum,Gene Wilder,5.6,0.0,110.0
Author! Author!,PG,1982-06-18,Comedy,Arthur Hiller,Israel Horovitz,Al Pacino,6.2,0.0,110.0
Split Image,R,1982-10-03,Drama,Ted Kotcheff,Scott Spencer,Michael O'Keefe,6.5,0.0,110.0
The Challenge,R,1982-07-23,Action,John Frankenheimer,Richard Maxwell,Scott Glenn,6.3,0.0,108.0
The Soldier,R,1982-08-27,Action,James Glickenhaus,James Glickenhaus,Ken Wahl,5.3,4000000.0,96.0
Wrong Is Right,R,1982-05-14,Comedy,Richard Brooks,Charles McCarry,Sean Connery,5.7,10000000.0,117.0
Six Weeks,PG,1982-12-17,Drama,Tony Bill,Fred Mustard Stewart,Dudley Moore,5.7,0.0,107.0
The State of Things,0,1983-02-18,Drama,Wim Wenders,Robert Kramer,Allen Garfield,7.0,0.0,121.0
Jekyll and Hyde... Together Again,R,1982-10-01,Sci-Fi,Jerry Belson,Monica Mcgowan Johnson,Mark Blankfield,6.2,5000000.0,87.0
Forced Vengeance,R,1982-07-30,Action,James Fargo,Franklin Thompson,Chuck Norris,5.6,5000000.0,90.0
The Missionary,R,1982-11-05,Comedy,Richard Loncraine,Michael Palin,Michael Palin,6.2,0.0,90.0
The Escape Artist,PG,1982-05-28,Comedy,Caleb Deschanel,David Wagoner,Raul Julia,6.2,0.0,94.0
Night Crossing,PG,1982-02-05,Drama,Delbert Mann,John McGreevey,John Hurt,6.5,10000000.0,107.0
Endangered Species,R,1982-09-10,Drama,Alan Rudolph,Judd Klinger,Robert Urich,5.9,0.0,97.0
Things Are Tough All Over,R,1982-08-04,Action,Thomas K. Avildsen,Cheech Marin,Toni Attell,6.0,7000000.0,90.0
Homework,R,1982-08-27,Comedy,James Beshears,Maurice Peterson,Joan Collins,3.5,0.0,90.0
Jinxed!,R,1982-10-22,Comedy,Don Siegel,Frank D. Gilroy,Bette Midler,4.7,13400000.0,103.0
The Return of Martin Guerre,Not Rated,1983-08-26,Biography,Daniel Vigne,Jean-Claude Carrière,Gérard Depardieu,7.4,0.0,112.0
They Call Me Bruce,PG,1982-11-12,Action,Elliott Hong,David Randolph,Johnny Yune,5.7,0.0,87.0
Some Kind of Hero,R,1982-04-02,Comedy,Michael Pressman,Robert Boris,Richard Pryor,5.8,0.0,97.0
Hammett,PG,1982-09-17,Crime,Wim Wenders,Joe Gores,Frederic Forrest,6.5,0.0,97.0
Five Days One Summer,PG,1982-01-01,Drama,Fred Zinnemann,Michael Austin,Sean Connery,6.1,15000000.0,108.0
Penitentiary II,R,1982-04-02,Crime,Jamaa Fanaka,Jamaa Fanaka,Leon Isaac Kennedy,4.4,0.0,108.0
If You Could See What I Hear,PG,1982-04-23,Biography,Eric Till,Stuart Gillard,Marc Singer,6.8,0.0,103.0
Partners,R,1982-04-30,Comedy,James Burrows,Francis Veber,Ryan O'Neal,5.3,6000000.0,93.0
Richard Pryor: Live on the Sunset Strip,R,1982-03-12,Comedy,Joe Layton,Paul Mooney,Richard Pryor,7.7,0.0,82.0
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,G,1982-11-19,Animation,Directors,John W. Dunn,Mel Blanc,7.1,0.0,74.0
Monsignor,R,1982-10-22,Crime,Frank Perry,Jack-Alain Léger,Christopher Reeve,5.1,0.0,121.0
"Yes, Giorgio",PG,1982-09-24,Comedy,Franklin J. Schaffner,Anne Piper,Luciano Pavarotti,3.9,19000000.0,110.0
I Ought to Be in Pictures,PG,1982-03-26,Comedy,Herbert Ross,Neil Simon,Walter Matthau,6.2,0.0,108.0
La traviata,G,1983-02-18,Drama,Franco Zeffirelli,Francesco Maria Piave,Teresa Stratas,7.2,0.0,109.0
Fighting Back,R,1982-05-21,Action,Lewis Teague,Thomas Hedley Jr.,Tom Skerritt,6.1,0.0,98.0
Kamikaze 89,Not Rated,1982-07-16,Sci-Fi,Wolf Gremm,Robert Katz,Rainer Werner Fassbinder,5.8,0.0,106.0
The Wizard of Oz,Not Rated,1982-10-06,Animation,Fumihiko Takayama,Yoshimitsu Banno,Aileen Quinn,6.8,0.0,78.0
Heidi's Song,G,1982-11-19,Animation,Robert Taylor,Joseph Barbera,Lorne Greene,6.3,0.0,94.0
Love Child,R,1982-10-15,Crime,Larry Peerce,Anne Gerard,Amy Madigan,5.7,0.0,96.0
Boardinghouse,R,1983-10-21,Comedy,John Wintergate,John Wintergate,John Wintergate,3.8,10000.0,98.0
Experience Preferred... But Not Essential,PG,1982-12-22,Drama,Peter Duffell,June Roberts,Elizabeth Edmonds,7.0,0.0,80.0
The Personals,PG,1982-10-01,Comedy,Peter Markle,Peter Markle,Bill Schoppert,6.7,435000.0,90.0
Lonely Hearts,R,1982-10-21,Comedy,Paul Cox,Paul Cox,Wendy Hughes,6.8,0.0,106.0
Scarface,R,1983-12-09,Crime,Brian De Palma,Oliver Stone,Al Pacino,8.3,25000000.0,170.0
The Outsiders,PG,1983-03-25,Crime,Francis Ford Coppola,Kathleen Rowell,C. Thomas Howell,7.1,10000000.0,91.0
Star Wars: Episode VI - Return of the Jedi,PG,1983-05-25,Action,Richard Marquand,Lawrence Kasdan,Mark Hamill,8.3,32500000.0,131.0
Risky Business,R,1983-08-05,Comedy,Paul Brickman,Paul Brickman,Tom Cruise,6.8,6200000.0,99.0
National Lampoon's Vacation,R,1983-07-29,Adventure,Harold Ramis,John Hughes,Chevy Chase,7.4,15000000.0,98.0
Trading Places,R,1983-06-08,Comedy,John Landis,Timothy Harris,Eddie Murphy,7.5,15000000.0,116.0
Superman III,PG,1983-06-17,Action,Richard Lester,Jerry Siegel,Christopher Reeve,5.0,39000000.0,125.0
The Big Chill,R,1983-09-30,Comedy,Lawrence Kasdan,Lawrence Kasdan,Tom Berenger,7.2,8000000.0,105.0
Staying Alive,PG,1983-07-15,Drama,Sylvester Stallone,Nik Cohn,John Travolta,4.7,22000000.0,93.0
Jaws 3-D,PG,1983-07-22,Adventure,Joe Alves,Peter Benchley,Dennis Quaid,3.7,20500000.0,99.0
Christine,R,1983-12-09,Horror,John Carpenter,Stephen King,Keith Gordon,6.7,9700000.0,110.0
Sleepaway Camp,R,1983-11-18,Horror,Robert Hiltzik,Robert Hiltzik,Felissa Rose,6.3,350000.0,84.0
Flashdance,R,1983-04-15,Drama,Adrian Lyne,Thomas Hedley Jr.,Jennifer Beals,6.2,4000000.0,95.0
WarGames,PG,1983-06-03,Action,John Badham,Lawrence Lasker,Matthew Broderick,7.1,12000000.0,114.0
The Right Stuff,PG,1984-02-17,Adventure,Philip Kaufman,Philip Kaufman,Sam Shepard,7.8,27000000.0,193.0
Krull,PG,1983-07-29,Action,Peter Yates,Stanford Sherman,Ken Marshall,6.1,47000000.0,121.0
Spring Break,R,1983-03-25,Comedy,Sean S. Cunningham,David Smilow,David Knell,4.9,0.0,102.0
The Dead Zone,R,1983-10-21,Drama,David Cronenberg,Jeffrey Boam,Christopher Walken,7.2,10000000.0,103.0
Octopussy,PG,1983-06-10,Action,John Glen,George MacDonald Fraser,Roger Moore,6.5,27500000.0,131.0
Private School,R,1983-07-29,Comedy,Noel Black,Dan Greenburg,Phoebe Cates,5.3,3500000.0,89.0
Valley Girl,R,1983-04-29,Comedy,Martha Coolidge,Andrew Lane,Nicolas Cage,6.4,350000.0,99.0
Rumble Fish,R,1983-10-21,Crime,Francis Ford Coppola,S.E. Hinton,Matt Dillon,7.2,10000000.0,94.0
Videodrome,R,1983-02-04,Horror,David Cronenberg,David Cronenberg,James Woods,7.2,5952000.0,87.0
