title,movie_rating,release_date,genre_name,director,writer,actors,imdb_rating,box_office,run_time
The Last House on the Left,R,2009-03-13,Horror,Dennis Iliadis,Adam Alleca,Garret Dillahunt,6.5,15000000.0,110.0
The Girl with the Dragon Tattoo,R,2010-04-30,Crime,Niels Arden Oplev,Nikolaj Arcel,Michael Nyqvist,7.8,13000000.0,152.0
The Stepfather,PG-13,2009-10-16,Crime,Nelson McCormick,J.S. Cardone,Penn Badgley,5.6,20000000.0,101.0
Where the Wild Things Are,PG,2009-10-16,Adventure,Spike Jonze,Spike Jonze,Max Records,6.7,100000000.0,101.0
Sorority Row,R,2009-09-11,Horror,Stewart Hendler,Josh Stolberg,Briana Evigan,5.1,12500000.0,101.0
Gamer,R,2009-09-04,Action,Mark Neveldine,Mark Neveldine,Gerard Butler,5.8,50000000.0,95.0
The Imaginarium of Doctor Parnassus,PG-13,2010-01-08,Adventure,Terry Gilliam,Terry Gilliam,Christopher Plummer,6.8,30000000.0,123.0
Night at the Museum: Battle of the Smithsonian,PG,2009-05-22,Adventure,Shawn Levy,Robert Ben Garant,Ben Stiller,6.0,150000000.0,105.0
Year One,PG-13,2009-06-19,Comedy,Harold Ramis,Harold Ramis,Jack Black,4.9,60000000.0,97.0
Adventureland,R,2009-04-03,Comedy,Greg Mottola,Greg Mottola,Jesse Eisenberg,6.8,0.0,107.0
Precious,R,2009-11-20,Drama,Lee Daniels,Geoffrey Fletcher,Gabourey Sidibe,7.3,10000000.0,110.0
The Time Traveler's Wife,PG-13,2009-08-14,Drama,Robert Schwentke,Bruce Joel Rubin,Eric Bana,7.1,39000000.0,107.0
Cloudy with a Chance of Meatballs,PG,2009-09-18,Animation,Phil Lord,Phil Lord,Anna Faris,6.9,100000000.0,90.0
A Perfect Getaway,R,2009-08-07,Drama,David Twohy,David Twohy,Milla Jovovich,6.5,14000000.0,98.0
Invictus,PG-13,2009-12-11,Biography,Clint Eastwood,Anthony Peckham,Morgan Freeman,7.3,60000000.0,134.0
Mother,R,2009-05-28,Crime,Bong Joon Ho,Bong Joon Ho,Hye-ja Kim,7.8,5000000.0,129.0
The Ugly Truth,R,2009-07-24,Comedy,Robert Luketic,Nicole Eastman,Katherine Heigl,6.4,38000000.0,96.0
The Invention of Lying,PG-13,2009-10-02,Comedy,Ricky Gervais,Ricky Gervais,Ricky Gervais,6.4,18500000.0,100.0
The Fourth Kind,PG-13,2009-11-06,Horror,Olatunde Osunsanmi,Olatunde Osunsanmi,Milla Jovovich,5.9,10000000.0,98.0
A Serious Man,R,2009-11-06,Comedy,Ethan Coen,Joel Coen,Michael Stuhlbarg,7.1,7000000.0,106.0
Extract,R,2009-09-04,Comedy,Mike Judge,Mike Judge,Jason Bateman,6.1,8000000.0,92.0
The Collector,R,2009-07-31,Horror,Marcus Dunstan,Patrick Melton,Josh Stewart,6.4,6000000.0,90.0
Ninja Assassin,R,2009-11-25,Action,James McTeigue,Matthew Sand,Rain,6.3,40000000.0,99.0
The Men Who Stare at Goats,R,2009-11-06,Comedy,Grant Heslov,Jon Ronson,Ewan McGregor,6.2,25000000.0,94.0
Land of the Lost,PG-13,2009-06-05,Action,Brad Silberling,Chris Henchy,Will Ferrell,5.3,100000000.0,102.0
A Single Man,R,2010-02-05,Drama,Tom Ford,Christopher Isherwood,Colin Firth,7.5,7000000.0,99.0
Now & Later,Unrated,2011-02-18,Drama,Philippe Diaz,Philippe Diaz,Keller Wortham,5.1,0.0,99.0
Pirate Radio,R,2009-11-13,Comedy,Richard Curtis,Richard Curtis,Philip Seymour Hoffman,7.4,50000000.0,117.0
Dragonball Evolution,PG,2009-04-10,Action,James Wong,Ben Ramsey,Justin Chatwin,2.5,30000000.0,85.0
Spread,R,2009-07-08,Comedy,David Mackenzie,Jason Hall,Ashton Kutcher,5.8,0.0,97.0
Case 39,R,2010-10-01,Horror,Christian Alvart,Ray Wright,Renée Zellweger,6.2,26000000.0,109.0
The Taking of Pelham 123,R,2009-06-12,Action,Tony Scott,Brian Helgeland,Denzel Washington,6.4,100000000.0,106.0
It's Complicated,R,2009-12-25,Comedy,Nancy Meyers,Nancy Meyers,Meryl Streep,6.5,85000000.0,120.0
Halloween II,R,2009-08-28,Horror,Rob Zombie,Rob Zombie,Scout Taylor-Compton,4.8,15000000.0,105.0
The Final Destination,R,2009-08-28,Action,David R. Ellis,Eric Bress,Nick Zano,5.2,40000000.0,82.0
Chloe,R,2010-03-10,Drama,Atom Egoyan,Erin Cressida Wilson,Julianne Moore,6.3,14000000.0,96.0
Agora,R,2009-10-09,Adventure,Alejandro Amenábar,Alejandro Amenábar,Rachel Weisz,7.2,70000000.0,127.0
The Joneses,R,2010-04-23,Comedy,Derrick Borte,Randy T. Dinzler,Demi Moore,6.4,10000000.0,96.0
Daybreakers,R,2010-01-08,Action,Michael Spierig,Michael Spierig,Ethan Hawke,6.4,20000000.0,98.0
An Education,PG-13,2010-02-05,Drama,Lone Scherfig,Lynn Barber,Carey Mulligan,7.3,7500000.0,100.0
Crazy Heart,R,2010-02-05,Drama,Scott Cooper,Scott Cooper,Jeff Bridges,7.2,7000000.0,112.0
Ice Age: Dawn of the Dinosaurs,PG,2009-07-01,Animation,Carlos Saldanha,Michael Berg,Ray Romano,6.9,90000000.0,94.0
Crank: High Voltage,R,2009-04-17,Action,Mark Neveldine,Mark Neveldine,Jason Statham,6.2,20000000.0,96.0
The International,R,2009-02-13,Action,Tom Tykwer,Eric Warren Singer,Clive Owen,6.5,50000000.0,118.0
The Uninvited,PG-13,2009-01-30,Drama,Charles Guard,Craig Rosenberg,Emily Browning,6.3,0.0,87.0
My Bloody Valentine,R,2009-01-16,Horror,Patrick Lussier,Todd Farmer,Jensen Ackles,5.4,15000000.0,101.0
Julie & Julia,PG-13,2009-08-07,Biography,Nora Ephron,Nora Ephron,Amy Adams,7.0,40000000.0,123.0
Confessions of a Shopaholic,PG,2009-02-13,Comedy,P.J. Hogan,Tracey Jackson,Isla Fisher,5.9,0.0,104.0
Race to Witch Mountain,PG,2009-03-13,Action,Andy Fickman,Matt Lopez,Dwayne Johnson,5.7,65000000.0,98.0
9,PG-13,2009-09-09,Animation,Shane Acker,Pamela Pettler,Elijah Wood,7.1,30000000.0,79.0
The Young Victoria,PG,2010-01-08,Biography,Jean-Marc Vallée,Julian Fellowes,Emily Blunt,7.3,35000000.0,105.0
Splice,R,2010-06-04,Drama,Vincenzo Natali,Vincenzo Natali,Adrien Brody,5.7,30000000.0,104.0
A Prophet,R,2010-03-26,Crime,Jacques Audiard,Thomas Bidegain,Tahar Rahim,7.9,13000000.0,155.0
My Sister's Keeper,PG-13,2009-06-26,Drama,Nick Cassavetes,Jeremy Leven,Cameron Diaz,7.4,30000000.0,109.0
Bride Wars,PG,2009-01-09,Comedy,Gary Winick,Greg DePaul,Kate Hudson,5.5,30000000.0,89.0
Surrogates,PG-13,2009-09-25,Action,Jonathan Mostow,Michael Ferris,Bruce Willis,6.3,80000000.0,89.0
Valhalla Rising,Not Rated,2010-03-31,Action,Nicolas Winding Refn,Nicolas Winding Refn,Mads Mikkelsen,6.1,0.0,93.0
Funny People,R,2009-07-31,Comedy,Judd Apatow,Judd Apatow,Adam Sandler,6.3,75000000.0,146.0
Saw VI,R,2009-10-23,Horror,Kevin Greutert,Patrick Melton,Tobin Bell,6.0,11000000.0,90.0
Fish Tank,Not Rated,2009-09-11,Drama,Andrea Arnold,Andrea Arnold,Katie Jarvis,7.3,3000000.0,123.0
Push,PG-13,2009-02-06,Action,Paul McGuigan,David Bourla,Camilla Belle,6.1,38000000.0,111.0
After.Life,R,2009-12-16,Drama,Agnieszka Wojtowicz-Vosloo,Agnieszka Wojtowicz-Vosloo,Christina Ricci,5.9,4500000.0,104.0
Nine,PG-13,2009-12-25,Drama,Rob Marshall,Michael Tolkin,Daniel Day-Lewis,5.8,80000000.0,118.0
Obsessed,PG-13,2009-04-24,Drama,Steve Shill,David Loughery,Beyoncé,5.0,20000000.0,108.0
Paul Blart: Mall Cop,PG,2009-01-16,Action,Steve Carr,Kevin James,Kevin James,5.2,26000000.0,91.0
The Box,PG-13,2009-11-06,Drama,Richard Kelly,Richard Kelly,Cameron Diaz,5.6,30000000.0,115.0
Everybody's Fine,PG-13,2009-12-04,Adventure,Kirk Jones,Kirk Jones,Robert De Niro,7.1,21000000.0,99.0
Brüno,R,2009-07-10,Comedy,Larry Charles,Sacha Baron Cohen,Sacha Baron Cohen,5.8,42000000.0,81.0
"I Love You, Beth Cooper",PG-13,2009-07-10,Comedy,Chris Columbus,Larry Doyle,Hayden Panettiere,5.3,18000000.0,102.0
The Unborn,PG-13,2009-01-09,Drama,David S. Goyer,David S. Goyer,Odette Annable,4.8,16000000.0,88.0
Thirst,R,2009-04-30,Drama,Park Chan-Wook,Émile Zola,Kang-ho Song,7.1,5000000.0,134.0
Notorious,R,2009-01-16,Biography,George Tillman Jr.,Reggie Rock Bythewood,Jamal Woolard,6.7,20000000.0,122.0
Serious Moonlight,R,2009-12-04,Comedy,Cheryl Hines,Adrienne Shelly,Meg Ryan,5.4,0.0,81.0
All About Steve,PG-13,2009-09-04,Comedy,Phil Traill,Kim Barker,Sandra Bullock,4.8,15000000.0,99.0
Old Dogs,PG,2009-11-25,Comedy,Walt Becker,David Diamond,Robin Williams,5.3,35000000.0,88.0
Nowhere Boy,R,2009-12-25,Biography,Sam Taylor-Johnson,Julia Baird,Aaron Taylor-Johnson,7.1,0.0,98.0
The Girlfriend Experience,R,2009-07-08,Drama,Steven Soderbergh,David Levien,Sasha Grey,5.5,1700000.0,77.0
The Girl Who Played with Fire,R,2010-08-27,Action,Daniel Alfredson,Jonas Frykberg,Noomi Rapace,7.2,0.0,129.0
Ghosts of Girlfriends Past,PG-13,2009-05-01,Comedy,Mark Waters,Jon Lucas,Matthew McConaughey,5.8,37500000.0,100.0
The Haunting in Connecticut,PG-13,2009-03-27,Drama,Peter Cornwell,Adam Simon,Virginia Madsen,5.9,10000000.0,92.0
I Love You Phillip Morris,R,2011-01-07,Biography,Glenn Ficarra,John Requa,Jim Carrey,6.6,13000000.0,98.0
Bad Lieutenant: Port of Call New Orleans,R,2009-12-11,Crime,Werner Herzog,William M. Finkelstein,Nicolas Cage,6.6,25000000.0,122.0
Black Dynamite,R,2010-01-13,Action,Scott Sanders,Michael Jai White,Michael Jai White,7.4,2900000.0,84.0
Brooklyn's Finest,R,2010-03-05,Action,Antoine Fuqua,Michael C. Martin,Richard Gere,6.7,17000000.0,132.0
In the Loop,Not Rated,2009-09-04,Comedy,Armando Iannucci,Jesse Armstrong,Tom Hollander,7.4,0.0,106.0
The White Ribbon,R,2010-03-05,Drama,Michael Haneke,Michael Haneke,Christian Friedel,7.8,18000000.0,144.0
The Boondock Saints II: All Saints Day,R,2009-12-11,Action,Troy Duffy,Troy Duffy,Sean Patrick Flanery,6.3,8000000.0,118.0
Whatever Works,PG-13,2009-07-03,Comedy,Woody Allen,Woody Allen,Evan Rachel Wood,7.1,15000000.0,93.0
Hannah Montana: The Movie,G,2009-04-10,Comedy,Peter Chelsom,Dan Berendsen,Miley Cyrus,4.6,30000000.0,102.0
Darbareye Elly,TV-PG,2009-06-06,Drama,Asghar Farhadi,Asghar Farhadi,Golshifteh Farahani,8.0,0.0,119.0
Alvin and the Chipmunks: the Squeakquel,PG,2009-12-23,Animation,Betty Thomas,Jon Vitti,Jason Lee,4.5,75000000.0,88.0
12 Rounds,PG-13,2009-03-27,Action,Renny Harlin,Daniel Kunka,John Cena,5.6,22000000.0,108.0
Survival of the Dead,R,2010-05-06,Comedy,George A. Romero,George A. Romero,Alan Van Sprang,4.9,4000000.0,90.0
Fame,PG,2009-09-25,Comedy,Kevin Tancharoen,Allison Burnett,Kelsey Grammer,5.1,18000000.0,107.0
I Am Love,R,2010-07-23,Drama,Luca Guadagnino,Barbara Alberti,Tilda Swinton,7.0,0.0,120.0
The House of the Devil,R,2009-04-25,Horror,Ti West,Ti West,Jocelin Donahue,6.4,900000.0,95.0
Middle Men,R,2010-08-06,Comedy,George Gallo,George Gallo,Luke Wilson,6.8,20000000.0,105.0
Astro Boy,PG,2009-10-23,Animation,David Bowers,Osamu Tezuka,Freddie Highmore,6.3,65000000.0,94.0
Carriers,PG-13,2009-09-02,Adventure,David Pastor,Àlex Pastor,Chris Pine,6.0,0.0,84.0
My Life in Ruins,PG-13,2009-06-05,Comedy,Donald Petrie,Mike Reiss,Nia Vardalos,5.9,17000000.0,95.0
G-Force,PG,2009-07-24,Animation,Hoyt Yeatman,Cormac Wibberley,Will Arnett,5.1,150000000.0,88.0
Did You Hear About the Morgans?,PG-13,2009-12-18,Comedy,Marc Lawrence,Marc Lawrence,Hugh Grant,4.9,58000000.0,103.0
Away We Go,R,2009-06-26,Adventure,Sam Mendes,Dave Eggers,John Krasinski,7.0,17000000.0,98.0
Love Happens,PG-13,2009-09-18,Drama,Brandon Camp,Brandon Camp,Jennifer Aniston,5.7,18000000.0,109.0
The Girl Who Kicked the Hornet's Nest,R,2010-11-12,Crime,Daniel Alfredson,Jonas Frykberg,Michael Nyqvist,7.3,0.0,147.0
Youth in Revolt,R,2010-01-08,Comedy,Miguel Arteta,Gustin Nash,Michael Cera,6.4,18000000.0,90.0
Observe and Report,R,2009-04-10,Comedy,Jody Hill,Jody Hill,Seth Rogen,5.8,18000000.0,86.0
Bright Star,PG,2009-10-09,Biography,Jane Campion,Jane Campion,Abbie Cornish,6.9,8500000.0,119.0
Harry Brown,R,2010-05-14,Action,Daniel Barber,Gary Young,Michael Caine,7.2,7300000.0,103.0
Duplicity,PG-13,2009-03-20,Comedy,Tony Gilroy,Tony Gilroy,Julia Roberts,6.2,60000000.0,125.0
The Pink Panther 2,PG,2009-02-06,Action,Harald Zwart,Scott Neustadter,Steve Martin,5.6,70000000.0,92.0
The Informant!,R,2009-09-18,Biography,Steven Soderbergh,Scott Z. Burns,Matt Damon,6.4,22000000.0,108.0
The Answer Man,R,2009-12-30,Comedy,John Hindman,John Hindman,Jeff Daniels,6.4,0.0,95.0
Planet 51,PG,2009-11-20,Animation,Jorge Blanco,Joe Stillman,Dwayne Johnson,6.0,70000000.0,91.0
Crossing Over,R,2009-02-26,Crime,Wayne Kramer,Wayne Kramer,Harrison Ford,6.7,19000000.0,113.0
Madea Goes to Jail,PG-13,2009-02-20,Comedy,Tyler Perry,Tyler Perry,Tyler Perry,4.5,0.0,103.0
A Christmas Carol,PG,2009-11-06,Animation,Robert Zemeckis,Charles Dickens,Jim Carrey,6.8,200000000.0,96.0
Sin Nombre,R,2009-04-17,Adventure,Cary Joji Fukunaga,Cary Joji Fukunaga,Paulina Gaitan,7.6,0.0,96.0
City Island,PG-13,2010-04-30,Comedy,Raymond De Felitta,Raymond De Felitta,Andy Garcia,7.4,6000000.0,104.0
Coco Before Chanel,PG-13,2009-11-06,Biography,Anne Fontaine,Edmonde Charles-Roux,Audrey Tautou,6.7,23000000.0,105.0
Dead Snow,Not Rated,2009-01-09,Comedy,Tommy Wirkola,Tommy Wirkola,Jeppe Beck Laursen,6.3,800000.0,91.0
Summer Wars,PG,2009-08-01,Animation,Mamoru Hosoda,Mamoru Hosoda,Ryûnosuke Kamiki,7.5,0.0,114.0
The Messenger,R,2009-12-04,Drama,Oren Moverman,Alessandro Camon,Ben Foster,7.1,6500000.0,113.0
Bitch Slap,R,2009-11-06,Action,Rick Jacobson,Rick Jacobson,Julia Voth,4.5,0.0,109.0
The Soloist,PG-13,2009-04-24,Biography,Joe Wright,Susannah Grant,Jamie Foxx,6.7,60000000.0,117.0
World's Greatest Dad,R,2010-09-24,Comedy,Bobcat Goldthwait,Bobcat Goldthwait,Robin Williams,6.9,0.0,99.0
Whiteout,R,2009-09-11,Action,Dominic Sena,Jon Hoeber,Kate Beckinsale,5.5,35000000.0,101.0
Beyond a Reasonable Doubt,PG-13,2009-07-10,Crime,Peter Hyams,Peter Hyams,Jesse Metcalfe,5.9,25000000.0,106.0
Paper Man,R,2014-05-01,Comedy,Kieran Mulroney,Michele Mulroney,Jeff Daniels,6.6,0.0,110.0
The Secret of Kells,Not Rated,2016-06-22,Animation,Tomm Moore,Tomm Moore,Evan McGuire,7.6,8000000.0,75.0
The Disappearance of Alice Creed,R,2010-04-30,Crime,J Blakeson,J Blakeson,Gemma Arterton,6.7,800000.0,100.0
"The Goods: Live Hard, Sell Hard",R,2009-08-14,Comedy,Neal Brennan,Andy Stock,Jeremy Piven,5.8,10000000.0,89.0
Miss March,R,2009-03-13,Comedy,Zach Cregger,Zach Cregger,Zach Cregger,5.0,6000000.0,90.0
Cirque du Freak: the Vampire's Assistant,PG-13,2009-10-23,Action,Paul Weitz,Paul Weitz,Chris Massoglia,5.8,40000000.0,109.0
Aliens in the Attic,PG,2009-07-31,Adventure,John Schultz,Mark Burton,Ashley Tisdale,5.4,45000000.0,86.0
Street Fighter: The Legend of Chun-Li,PG-13,2009-02-27,Action,Andrzej Bartkowiak,Justin Marks,Kristin Kreuk,3.7,18000000.0,96.0
Daniel and Ana,Not Rated,2010-08-27,Drama,Michel Franco,Michel Franco,Dario Yazbek Bernal,6.1,0.0,90.0
Broken Embraces,R,2010-01-15,Drama,Pedro Almodóvar,Pedro Almodóvar,Penélope Cruz,7.2,18000000.0,127.0
Fighting,PG-13,2009-04-24,Action,Dito Montiel,Robert Munic,Channing Tatum,5.6,0.0,105.0
The Damned United,R,2009-03-27,Biography,Tom Hooper,Peter Morgan,Colm Meaney,7.5,10000000.0,98.0
Gentlemen Broncos,PG-13,2010-05-27,Adventure,Jared Hess,Jared Hess,Michael Angarano,6.2,10000000.0,90.0
Chéri,R,2009-07-17,Comedy,Stephen Frears,Christopher Hampton,Michelle Pfeiffer,6.2,23000000.0,86.0
Tanner Hall,R,2015-01-15,Drama,Francesca Gregorini,Tatiana von Fürstenberg,Rooney Mara,5.8,3000000.0,96.0
Cracks,R,2011-03-18,Drama,Jordan Scott,Ben Court,Eva Green,6.7,0.0,104.0
[Rec]²,R,2009-10-02,Horror,Jaume Balagueró,Jaume Balagueró,Jonathan D. Mellor,6.5,5600000.0,85.0
Inception,PG-13,2010-07-16,Action,Christopher Nolan,Christopher Nolan,Leonardo DiCaprio,8.8,160000000.0,148.0
Iron Man 2,PG-13,2010-05-07,Action,Jon Favreau,Justin Theroux,Robert Downey Jr.,7.0,200000000.0,124.0
Shutter Island,R,2010-02-19,Mystery,Martin Scorsese,Laeta Kalogridis,Leonardo DiCaprio,8.2,80000000.0,138.0
Scott Pilgrim vs. the World,PG-13,2010-08-13,Action,Edgar Wright,Michael Bacall,Michael Cera,7.5,60000000.0,112.0
Grown Ups,PG-13,2010-06-25,Comedy,Dennis Dugan,Adam Sandler,Adam Sandler,5.9,80000000.0,102.0
She's Out of My League,R,2010-03-12,Comedy,Jim Field Smith,Sean Anders,Jay Baruchel,6.4,20000000.0,104.0
Kick-Ass,R,2010-04-16,Action,Matthew Vaughn,Jane Goldman,Aaron Taylor-Johnson,7.6,30000000.0,117.0
Black Swan,R,2010-12-17,Drama,Darren Aronofsky,Mark Heyman,Natalie Portman,8.0,13000000.0,108.0
The Town,R,2010-09-17,Crime,Ben Affleck,Peter Craig,Ben Affleck,7.5,37000000.0,125.0
Harry Potter and the Deathly Hallows: Part 1,PG-13,2010-11-19,Adventure,David Yates,Steve Kloves,Daniel Radcliffe,7.7,0.0,146.0
Flipped,PG,2010-09-10,Comedy,Rob Reiner,Rob Reiner,Madeline Carroll,7.7,14000000.0,90.0
The Social Network,PG-13,2010-10-01,Biography,David Fincher,Aaron Sorkin,Jesse Eisenberg,7.7,40000000.0,120.0
Robin Hood,PG-13,2010-05-14,Action,Ridley Scott,Brian Helgeland,Russell Crowe,6.6,200000000.0,140.0
Monsters,R,2010-12-03,Adventure,Gareth Edwards,Gareth Edwards,Scoot McNairy,6.4,500000.0,94.0
Insidious,PG-13,2011-04-01,Horror,James Wan,Leigh Whannell,Patrick Wilson,6.8,1500000.0,103.0
Tangled,PG,2010-11-24,Animation,Nathan Greno,Dan Fogelman,Mandy Moore,7.7,260000000.0,100.0
RED,PG-13,2010-10-15,Action,Robert Schwentke,Jon Hoeber,Bruce Willis,7.0,58000000.0,111.0
I Spit on Your Grave,R,2011-01-20,Horror,Steven R. Monroe,Adam Rockoff,Sarah Butler,6.3,2000000.0,108.0
The Last Airbender,PG,2010-07-01,Action,M. Night Shyamalan,M. Night Shyamalan,Noah Ringer,4.0,150000000.0,103.0
How to Train Your Dragon,PG,2010-03-26,Animation,Dean DeBlois,William Davies,Jay Baruchel,8.1,165000000.0,98.0
The American,R,2010-09-01,Crime,Anton Corbijn,Rowan Joffe,George Clooney,6.3,20000000.0,105.0
Incendies,R,2011-01-12,Drama,Denis Villeneuve,Denis Villeneuve,Lubna Azabal,8.3,6800000.0,131.0
Sex and the City 2,R,2010-05-27,Comedy,Michael Patrick King,Michael Patrick King,Sarah Jessica Parker,4.5,100000000.0,146.0
Burlesque,PG-13,2010-11-24,Drama,Steve Antin,Steve Antin,Cher,6.4,55000000.0,119.0
Alice in Wonderland,PG,2010-03-05,Adventure,Tim Burton,Linda Woolverton,Mia Wasikowska,6.4,200000000.0,108.0
Despicable Me,PG,2010-07-09,Animation,Pierre Coffin,Cinco Paul,Steve Carell,7.6,69000000.0,95.0
Love & Other Drugs,R,2010-11-24,Comedy,Edward Zwick,Charles Randolph,Jake Gyllenhaal,6.7,30000000.0,112.0
True Grit,PG-13,2010-12-22,Drama,Ethan Coen,Joel Coen,Jeff Bridges,7.6,38000000.0,110.0
The Tourist,PG-13,2010-12-10,Action,Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck,Johnny Depp,6.0,100000000.0,103.0
The Twilight Saga: Eclipse,PG-13,2010-06-30,Action,David Slade,Melissa Rosenberg,Kristen Stewart,5.0,68000000.0,124.0
Percy Jackson & the Olympians: The Lightning Thief,PG,2010-02-12,Adventure,Chris Columbus,Craig Titley,Logan Lerman,5.9,95000000.0,118.0
Clash of the Titans,PG-13,2010-04-02,Action,Louis Leterrier,Travis Beacham,Sam Worthington,5.8,125000000.0,106.0
The Book of Eli,R,2010-01-15,Action,Albert Hughes,Gary Whitta,Denzel Washington,6.9,80000000.0,118.0
Blue Valentine,R,2011-01-28,Drama,Derek Cianfrance,Derek Cianfrance,Ryan Gosling,7.3,1000000.0,112.0
Knight and Day,PG-13,2010-06-23,Action,James Mangold,Patrick O'Neill,Tom Cruise,6.3,117000000.0,109.0
Piranha 3D,R,2010-08-20,Comedy,Alexandre Aja,Pete Goldfinger,Elisabeth Shue,5.4,24000000.0,88.0
127 Hours,R,2011-01-28,Biography,Danny Boyle,Danny Boyle,James Franco,7.5,18000000.0,94.0
The Expendables,R,2010-08-13,Action,Sylvester Stallone,Dave Callaham,Sylvester Stallone,6.5,80000000.0,103.0
The Other Guys,PG-13,2010-08-06,Action,Adam McKay,Adam McKay,Will Ferrell,6.6,100000000.0,107.0
TRON: Legacy,PG,2010-12-17,Action,Joseph Kosinski,Edward Kitsis,Jeff Bridges,6.8,170000000.0,125.0
Life as We Know It,PG-13,2010-10-08,Comedy,Greg Berlanti,Ian Deitchman,Katherine Heigl,6.5,38000000.0,114.0
I Saw the Devil,Not Rated,2010-08-12,Action,Jee-woon Kim,Park Hoon-jung,Lee Byung-hun,7.8,0.0,144.0
Toy Story 3,G,2010-06-18,Animation,Lee Unkrich,John Lasseter,Tom Hanks,8.2,200000000.0,103.0
The Next Three Days,PG-13,2010-11-19,Action,Paul Haggis,Paul Haggis,Russell Crowe,7.3,30000000.0,133.0
Easy A,PG-13,2010-09-17,Comedy,Will Gluck,Bert V. Royal,Emma Stone,7.0,8000000.0,92.0
The King's Speech,R,2010-12-25,Biography,Tom Hooper,David Seidler,Colin Firth,8.0,15000000.0,118.0
The Fighter,R,2010-12-17,Biography,David O. Russell,Scott Silver,Mark Wahlberg,7.8,25000000.0,116.0
Machete,R,2010-09-03,Action,Ethan Maniquis,Robert Rodriguez,Danny Trejo,6.6,10500000.0,105.0
The Debt,R,2011-08-31,Drama,John Madden,Matthew Vaughn,Helen Mirren,6.8,20000000.0,113.0
Megamind,PG,2010-11-05,Animation,Tom McGrath,Alan Schoolcraft,Will Ferrell,7.2,130000000.0,95.0
The Losers,PG-13,2010-04-23,Action,Sylvain White,Peter Berg,Idris Elba,6.3,25000000.0,97.0
Unstoppable,PG-13,2010-11-12,Action,Tony Scott,Mark Bomback,Denzel Washington,6.8,100000000.0,98.0
The Karate Kid,PG,2010-06-11,Action,Harald Zwart,Christopher Murphey,Jackie Chan,6.2,40000000.0,140.0
Eat Pray Love,PG-13,2010-08-13,Biography,Ryan Murphy,Ryan Murphy,Julia Roberts,5.8,60000000.0,133.0
Centurion,R,2010-07-30,Action,Neil Marshall,Neil Marshall,Michael Fassbender,6.3,12000000.0,97.0
The A-Team,PG-13,2010-06-11,Action,Joe Carnahan,Joe Carnahan,Liam Neeson,6.7,110000000.0,117.0
Animal Kingdom,R,2010-06-03,Crime,David Michôd,David Michôd,James Frecheville,7.3,0.0,113.0
Hot Tub Time Machine,R,2010-03-26,Comedy,Steve Pink,Josh Heald,John Cusack,6.4,36000000.0,101.0
Prince of Persia: the Sands of Time,PG-13,2010-05-28,Action,Mike Newell,Boaz Yakin,Jake Gyllenhaal,6.6,200000000.0,116.0
Diary of a Wimpy Kid,PG,2010-03-19,Animation,Thor Freudenthal,Jackie Filgo,Zachary Gordon,6.2,15000000.0,120.0
Never Let Me Go,R,2010-10-15,Drama,Mark Romanek,Kazuo Ishiguro,Keira Knightley,7.1,15000000.0,103.0
Predators,R,2010-07-09,Action,Nimród Antal,Alex Litvak,Adrien Brody,6.4,40000000.0,107.0
Buried,R,2010-10-15,Drama,Rodrigo Cortés,Chris Sparling,Ryan Reynolds,7.0,3000000.0,95.0
Legion,R,2010-01-22,Action,Scott Stewart,Peter Schink,Paul Bettany,5.3,26000000.0,100.0
Remember Me,PG-13,2010-03-12,Drama,Allen Coulter,Will Fetters,Robert Pattinson,7.1,16000000.0,113.0
Jonah Hex,PG-13,2010-06-18,Action,Jimmy Hayward,Mark Neveldine,Josh Brolin,4.7,47000000.0,81.0
Salt,PG-13,2010-07-23,Action,Phillip Noyce,Kurt Wimmer,Angelina Jolie,6.4,110000000.0,100.0
Morning Glory,PG-13,2010-11-10,Comedy,Roger Michell,Aline Brosh McKenna,Rachel McAdams,6.5,40000000.0,107.0
Winter's Bone,R,2010-07-16,Drama,Debra Granik,Debra Granik,Jennifer Lawrence,7.2,2000000.0,100.0
A Nightmare on Elm Street,R,2010-04-30,Crime,Samuel Bayer,Wesley Strick,Jackie Earle Haley,5.2,35000000.0,95.0
Resident Evil: Afterlife,R,2010-09-10,Action,Paul W.S. Anderson,Paul W.S. Anderson,Milla Jovovich,5.8,60000000.0,96.0
Takers,PG-13,2010-08-27,Action,John Luessenhop,Peter Allen,Chris Brown,6.2,32000000.0,107.0
Boy,Not Rated,2010-03-25,Comedy,Taika Waititi,Taika Waititi,James Rolleston,7.5,0.0,87.0
The Way Back,PG-13,2011-01-21,Adventure,Peter Weir,Slavomir Rawicz,Jim Sturgess,7.3,30000000.0,133.0
Killers,PG-13,2010-06-04,Action,Robert Luketic,Bob DeRosa,Katherine Heigl,5.5,75000000.0,100.0
Tucker and Dale vs Evil,R,2010-12-09,Comedy,Eli Craig,Eli Craig,Tyler Labine,7.5,0.0,89.0
Due Date,R,2010-11-05,Comedy,Todd Phillips,Alan R. Cohen,Robert Downey Jr.,6.5,65000000.0,95.0
Devil,PG-13,2010-09-17,Horror,John Erick Dowdle,Brian Nelson,Chris Messina,6.2,10000000.0,80.0
Green Zone,R,2010-03-12,Action,Paul Greengrass,Brian Helgeland,Matt Damon,6.8,100000000.0,115.0
