name,rating,genre,score,director,writer,star,budget,Run,released
Hunt for the Wilderpeople,PG-13,Adventure,7.9,Taika Waititi,Taika Waititi,Sam Neill,0.0,101.0,2016-07-01
The Founder,PG-13,Biography,7.2,John Lee Hancock,Robert Siegel,Michael Keaton,25000000.0,115.0,2017-01-20
Inferno,PG-13,Action,6.2,Ron Howard,Dan Brown,Tom Hanks,75000000.0,121.0,2016-10-28
Now You See Me 2,PG-13,Action,6.5,Jon M. Chu,Ed Solomon,Jesse Eisenberg,90000000.0,129.0,2016-06-10
Miss Sloane,R,Drama,7.5,John Madden,Jonathan Perera,Jessica Chastain,13000000.0,132.0,2016-12-09
The Jungle Book,PG,Adventure,7.4,Jon Favreau,Justin Marks,Neel Sethi,175000000.0,106.0,2016-04-15
10 Cloverfield Lane,PG-13,Action,7.2,Dan Trachtenberg,Josh Campbell,John Goodman,15000000.0,103.0,2016-03-11
The Lost City of Z,PG-13,Biography,6.6,James Gray,James Gray,Charlie Hunnam,30000000.0,141.0,2017-04-21
Finding Dory,PG,Animation,7.3,Andrew Stanton,Andrew Stanton,Ellen DeGeneres,200000000.0,97.0,2016-06-17
Lion,PG-13,Biography,8.0,Garth Davis,Saroo Brierley,Dev Patel,12000000.0,118.0,2017-01-06
Lights Out,PG-13,Drama,6.3,David F. Sandberg,Eric Heisserer,Teresa Palmer,4900000.0,81.0,2016-07-22
Meet the Blacks,R,Comedy,4.8,Deon Taylor,Deon Taylor,Mike Epps,900000.0,94.0,2016-04-01
Allied,R,Action,7.1,Robert Zemeckis,Steven Knight,Brad Pitt,85000000.0,124.0,2016-11-23
Jack Reacher: Never Go Back,PG-13,Action,6.1,Edward Zwick,Richard Wenk,Tom Cruise,60000000.0,118.0,2016-10-21
Bridget Jones's Baby,R,Comedy,6.5,Sharon Maguire,Helen Fielding,Renée Zellweger,35000000.0,123.0,2016-09-16
How to Be Single,R,Comedy,6.1,Christian Ditter,Abby Kohn,Dakota Johnson,38000000.0,110.0,2016-02-12
Snowden,R,Biography,7.3,Oliver Stone,Kieran Fitzgerald,Joseph Gordon-Levitt,40000000.0,134.0,2016-09-16
Dangal,Not Rated,Action,8.4,Nitesh Tiwari,Piyush Gupta,Aamir Khan,0.0,161.0,2016-12-21
The Bad Batch,R,Action,5.3,Ana Lily Amirpour,Ana Lily Amirpour,Suki Waterhouse,6000000.0,118.0,2017-06-23
Triple 9,R,Action,6.3,John Hillcoat,Matt Cook,Casey Affleck,20000000.0,115.0,2016-02-26
Deepwater Horizon,PG-13,Action,7.1,Peter Berg,Matthew Michael Carnahan,Mark Wahlberg,110000000.0,107.0,2016-09-30
The Choice,PG-13,Drama,6.6,Ross Katz,Bryan Sipe,Benjamin Walker,0.0,111.0,2016-02-05
Sully,PG-13,Biography,7.4,Clint Eastwood,Todd Komarnicki,Tom Hanks,60000000.0,96.0,2016-09-09
Morgan,R,Action,5.8,Luke Scott,Seth W. Owen,Kate Mara,8000000.0,92.0,2016-09-02
Pride and Prejudice and Zombies,PG-13,Action,5.8,Burr Steers,Burr Steers,Lily James,28000000.0,108.0,2016-02-05
The Infiltrator,R,Biography,7.0,Brad Furman,Ellen Furman,Bryan Cranston,28000000.0,127.0,2016-07-13
The Edge of Seventeen,R,Comedy,7.3,Kelly Fremon Craig,Kelly Fremon Craig,Hailee Steinfeld,9000000.0,104.0,2016-11-18
A Cure for Wellness,R,Drama,6.4,Gore Verbinski,Justin Haythe,Dane DeHaan,40000000.0,146.0,2017-02-17
London Has Fallen,R,Action,5.9,Babak Najafi,Creighton Rothenberger,Gerard Butler,60000000.0,99.0,2016-03-04
Dirty Grandpa,R,Comedy,5.9,Dan Mazer,John Phillips,Robert De Niro,25000000.0,102.0,2016-01-22
"Hail, Caesar!",PG-13,Comedy,6.3,Ethan Coen,Joel Coen,Josh Brolin,22000000.0,106.0,2016-02-05
The 5th Wave,PG-13,Action,5.2,J Blakeson,Susannah Grant,Chloë Grace Moretz,38000000.0,112.0,2016-01-22
Trolls,PG,Animation,6.5,Mike Mitchell,Jonathan Aibel,Anna Kendrick,125000000.0,92.0,2016-11-04
Allegiant,PG-13,Action,5.7,Robert Schwentke,Noah Oppenheim,Shailene Woodley,110000000.0,120.0,2016-03-18
Paterson,R,Comedy,7.4,Jim Jarmusch,Jim Jarmusch,Adam Driver,5000000.0,118.0,2016-12-28
Swiss Army Man,R,Comedy,7.0,Dan Kwan,Daniel Scheinert,Paul Dano,3000000.0,97.0,2016-07-01
The Great Wall,PG-13,Action,5.9,Yimou Zhang,Carlo Bernard,Matt Damon,150000000.0,103.0,2017-02-17
Mike and Dave Need Wedding Dates,R,Comedy,6.0,Jake Szymanski,Andrew Jay Cohen,Zac Efron,33000000.0,98.0,2016-07-08
Bad Moms,R,Comedy,6.2,Jon Lucas,Jon Lucas,Mila Kunis,20000000.0,100.0,2016-07-29
Collateral Beauty,PG-13,Drama,6.8,David Frankel,Allan Loeb,Will Smith,36000000.0,97.0,2016-12-16
The Boy,PG-13,Horror,6.0,William Brent Bell,Stacey Menear,Lauren Cohan,10000000.0,97.0,2016-01-22
Fences,PG-13,Drama,7.2,Denzel Washington,August Wilson,Denzel Washington,24000000.0,139.0,2016-12-25
Alice Through the Looking Glass,PG,Adventure,6.2,James Bobin,Linda Woolverton,Mia Wasikowska,170000000.0,113.0,2016-05-27
The Brothers Grimsby,R,Action,6.2,Louis Leterrier,Sacha Baron Cohen,Sacha Baron Cohen,35000000.0,83.0,2016-03-11
Ice Age: Collision Course,PG,Animation,5.7,Mike Thurmeier,Michael J. Wilson,Ray Romano,105000000.0,94.0,2016-07-22
Patriots Day,R,Action,7.4,Peter Berg,Peter Berg,Mark Wahlberg,45000000.0,133.0,2017-01-13
Keeping Up with the Joneses,PG-13,Action,5.9,Greg Mottola,Michael LeSieur,Zach Galifianakis,40000000.0,105.0,2016-10-21
Genius,PG-13,Biography,6.6,Michael Grandage,John Logan,Colin Firth,0.0,104.0,2016-06-10
The Secret Life of Pets,PG,Animation,6.5,Chris Renaud,Cinco Paul,Louis C.K.,75000000.0,87.0,2016-07-08
Popstar: Never Stop Never Stopping,R,Comedy,6.7,Akiva Schaffer,Andy Samberg,Andy Samberg,20000000.0,87.0,2016-06-03
Goldstone,R,Crime,6.5,Ivan Sen,Ivan Sen,Aaron Pedersen,0.0,110.0,2016-07-07
20th Century Women,R,Comedy,7.3,Mike Mills,Mike Mills,Annette Bening,7000000.0,119.0,2017-01-20
Assassin's Creed,PG-13,Action,5.7,Justin Kurzel,Michael Lesslie,Michael Fassbender,125000000.0,115.0,2016-12-21
Teenage Mutant Ninja Turtles: Out of the Shadows,PG-13,Action,6.0,Dave Green,Josh Appelbaum,Megan Fox,135000000.0,112.0,2016-06-03
White Girl,Not Rated,Crime,5.7,Elizabeth Wood,Elizabeth Wood,Morgan Saylor,0.0,88.0,2016-12-01
Everybody Wants Some!!,R,Comedy,6.9,Richard Linklater,Richard Linklater,Blake Jenner,10000000.0,117.0,2016-04-07
The Take,R,Action,6.3,James Watkins,Andrew Baldwin,Idris Elba,20000000.0,92.0,2016-11-18
The Finest Hours,PG-13,Action,6.8,Craig Gillespie,Scott Silver,Chris Pine,80000000.0,117.0,2016-01-29
Greater,PG,Biography,7.3,David L. Hunt,Brian Reindl,Neal McDonough,9000000.0,130.0,2016-08-26
The Love Witch,Unrated,Comedy,6.2,Anna Biller,Anna Biller,Samantha Robinson,0.0,120.0,2017-03-10
The Belko Experiment,R,Horror,6.1,Greg McLean,James Gunn,John Gallagher Jr.,5000000.0,89.0,2017-03-17
The BFG,PG,Adventure,6.4,Steven Spielberg,Melissa Mathison,Mark Rylance,140000000.0,117.0,2016-07-01
Zoolander 2,PG-13,Action,4.7,Ben Stiller,Justin Theroux,Ben Stiller,50000000.0,101.0,2016-02-12
Midnight Special,PG-13,Drama,6.6,Jeff Nichols,Jeff Nichols,Michael Shannon,18000000.0,112.0,2016-04-21
The Angry Birds Movie,PG,Animation,6.3,Clay Kaytis,Jon Vitti,Jason Sudeikis,73000000.0,97.0,2016-05-20
Live by Night,R,Action,6.4,Ben Affleck,Ben Affleck,Ben Affleck,108000000.0,129.0,2017-01-13
Nerve,PG-13,Action,6.5,Henry Joost,Jessica Sharzer,Emma Roberts,19000000.0,96.0,2016-07-27
Mechanic: Resurrection,R,Action,5.7,Dennis Gansel,Lewis John Carlino,Jason Statham,40000000.0,98.0,2016-08-26
Sing Street,PG-13,Comedy,7.9,John Carney,Simon Carmody,Ferdia Walsh-Peelo,0.0,106.0,2016-03-17
The Light Between Oceans,PG-13,Drama,7.2,Derek Cianfrance,Derek Cianfrance,Michael Fassbender,20000000.0,133.0,2016-09-02
Shin Godzilla,Not Rated,Action,6.8,Hideaki Anno,Hideaki Anno,Hiroki Hasegawa,0.0,120.0,2016-07-29
Why Him?,R,Comedy,6.2,John Hamburg,John Hamburg,Zoey Deutch,38000000.0,111.0,2016-12-23
Miracles from Heaven,PG,Biography,7.1,Patricia Riggen,Christy Beam,Jennifer Garner,13000000.0,109.0,2016-03-16
Colossal,R,Comedy,6.2,Nacho Vigalondo,Nacho Vigalondo,Anne Hathaway,15000000.0,109.0,2017-04-21
Free Fire,R,Action,6.4,Ben Wheatley,Amy Jump,Sharlto Copley,0.0,91.0,2017-04-21
The Void,Not Rated,Horror,5.9,Jeremy Gillespie,Jeremy Gillespie,Aaron Poole,0.0,90.0,2017-04-07
The Exception,R,Drama,6.8,David Leveaux,Simon Burke,Lily James,0.0,107.0,2017-06-02
Neighbors 2: Sorority Rising,R,Comedy,5.7,Nicholas Stoller,Andrew Jay Cohen,Seth Rogen,35000000.0,92.0,2016-05-20
Ben-Hur,PG-13,Action,5.7,Timur Bekmambetov,Lew Wallace,Jack Huston,100000000.0,123.0,2016-08-19
Free State of Jones,R,Action,6.9,Gary Ross,Gary Ross,Matthew McConaughey,50000000.0,139.0,2016-06-24
Jackie,R,Biography,6.7,Pablo Larraín,Noah Oppenheim,Natalie Portman,9000000.0,100.0,2016-12-02
Gold,R,Crime,6.7,Stephen Gaghan,Patrick Massett,Matthew McConaughey,20000000.0,120.0,2017-01-27
Pete's Dragon,PG,Action,6.7,David Lowery,David Lowery,Bryce Dallas Howard,65000000.0,102.0,2016-08-12
31,0,Horror,5.1,Rob Zombie,Rob Zombie,Malcolm McDowell,1500000.0,102.0,2016-09-16
Keanu,R,Action,6.3,Peter Atencio,Jordan Peele,Keegan-Michael Key,15000000.0,100.0,2016-04-29
Goat,R,Drama,5.7,Andrew Neel,David Gordon Green,Ben Schnetzer,0.0,96.0,2016-09-23
Storks,PG,Animation,6.8,Nicholas Stoller,Nicholas Stoller,Andy Samberg,70000000.0,87.0,2016-09-23
A Monster Calls,PG-13,Adventure,7.5,J.A. Bayona,Patrick Ness,Lewis MacDougall,43000000.0,108.0,2017-01-06
Anthropoid,R,Action,7.2,Sean Ellis,Sean Ellis,Jamie Dornan,0.0,120.0,2016-09-09
Kubo and the Two Strings,PG,Animation,7.8,Travis Knight,Marc Haimes,Charlize Theron,60000000.0,101.0,2016-08-19
Café Society,PG-13,Comedy,6.6,Woody Allen,Woody Allen,Jesse Eisenberg,30000000.0,96.0,2016-08-05
Blair Witch,R,Horror,5.0,Adam Wingard,Simon Barrett,James Allen McCune,5000000.0,89.0,2016-09-16
The Salesman,PG-13,Drama,7.8,Asghar Farhadi,Asghar Farhadi,Shahab Hosseini,0.0,124.0,2016-08-31
In a Valley of Violence,R,Action,6.0,Ti West,Ti West,Ethan Hawke,0.0,104.0,2016-10-21
Ratchet & Clank,PG,Animation,5.6,Kevin Munroe,T.J. Fixman,James Arnold Taylor,20000000.0,94.0,2016-04-29
Risen,PG-13,Action,6.3,Kevin Reynolds,Kevin Reynolds,Joseph Fiennes,20000000.0,107.0,2016-02-19
Rules Don't Apply,PG-13,Comedy,5.7,Warren Beatty,Warren Beatty,Lily Collins,25000000.0,127.0,2016-11-23
Office Christmas Party,R,Comedy,5.9,Josh Gordon,Jon Lucas,Jason Bateman,45000000.0,105.0,2016-12-09
Better Watch Out,R,Comedy,6.5,Chris Peckover,Zack Kahn,Olivia DeJonge,0.0,89.0,2017-11-09
Florence Foster Jenkins,PG-13,Biography,6.8,Stephen Frears,Nicholas Martin,Meryl Streep,29000000.0,111.0,2016-08-12
Batman: The Killing Joke,R,Animation,6.4,Sam Liu,Brian Azzarello,Kevin Conroy,3500000.0,76.0,2016-07-25
Leap!,PG,Animation,6.8,Directors,Eric Summer,Elle Fanning,30000000.0,89.0,2017-08-25
The Untamed,Not Rated,Drama,6.1,Amat Escalante,Amat Escalante,Ruth Ramos,0.0,98.0,2017-07-21
A Hologram for the King,R,Comedy,6.1,Tom Tykwer,Dave Eggers,Tom Hanks,30000000.0,98.0,2016-04-28
Ouija: Origin of Evil,PG-13,Drama,6.1,Mike Flanagan,Mike Flanagan,Elizabeth Reaser,9000000.0,99.0,2016-10-21
All I See Is You,R,Drama,5.4,Marc Forster,Sean Conway,Blake Lively,30000000.0,109.0,2017-10-27
The Forest,PG-13,Horror,4.8,Jason Zada,Nick Antosca,Natalie Dormer,10000000.0,93.0,2016-01-08
Money Monster,R,Crime,6.5,Jodie Foster,Jamie Linden,George Clooney,27000000.0,98.0,2016-05-13
Monster Trucks,PG,Animation,5.7,Chris Wedge,Derek Connolly,Lucas Till,125000000.0,104.0,2017-01-13
The Hollars,PG-13,Comedy,6.6,John Krasinski,Jim Strouse,Sharlto Copley,3800000.0,88.0,2016-08-26
Fifty Shades of Black,R,Comedy,3.5,Michael Tiddes,Marlon Wayans,Marlon Wayans,5000000.0,92.0,2016-01-29
Toni Erdmann,R,Comedy,7.4,Maren Ade,Maren Ade,Sandra Hüller,0.0,162.0,2016-12-25
Their Finest,R,Comedy,6.8,Lone Scherfig,Lissa Evans,Gemma Arterton,0.0,117.0,2017-04-07
My Big Fat Greek Wedding 2,PG-13,Comedy,6.0,Kirk Jones,Nia Vardalos,Nia Vardalos,18000000.0,94.0,2016-03-25
Billy Lynn's Long Halftime Walk,R,Action,6.2,Ang Lee,Ben Fountain,Joe Alwyn,40000000.0,113.0,2016-11-18
Personal Shopper,R,Drama,6.1,Olivier Assayas,Olivier Assayas,Kristen Stewart,6000000.0,105.0,2017-03-10
Our Kind of Traitor,R,Crime,6.2,Susanna White,John le Carré,Carlos Acosta,0.0,108.0,2016-05-13
Love & Friendship,PG,Comedy,6.4,Whit Stillman,Whit Stillman,Kate Beckinsale,3000000.0,90.0,2016-06-03
Bleed for This,R,Biography,6.8,Ben Younger,Ben Younger,Miles Teller,6000000.0,117.0,2016-11-18
Whiskey Tango Foxtrot,R,Biography,6.6,Glenn Ficarra,Robert Carlock,Tina Fey,35000000.0,112.0,2016-03-04
Loving,PG-13,Biography,7.0,Jeff Nichols,Jeff Nichols,Ruth Negga,9000000.0,123.0,2016-11-04
"I, Daniel Blake",R,Drama,7.9,Ken Loach,Paul Laverty,Dave Johns,0.0,100.0,2017-06-09
Sanam Teri Kasam,Not Rated,Drama,7.5,Radhika Rao,Radhika Rao,Harshvardhan Rane,0.0,154.0,2016-02-05
Pet,R,Horror,5.7,Carles Torrens,Jeremy Slater,Dominic Monaghan,0.0,94.0,2016-12-02
Kingsglaive: Final Fantasy XV,PG-13,Animation,6.8,Takeshi Nozue,Takashi Hasegawa,Aaron Paul,0.0,110.0,2016-07-09
Mr. Church,PG-13,Comedy,7.7,Bruce Beresford,Susan McMartin,Eddie Murphy,8000000.0,104.0,2016-11-11
Hands of Stone,R,Biography,6.6,Jonathan Jakubowicz,Jonathan Jakubowicz,Edgar Ramírez,20000000.0,111.0,2016-08-26
Ae Dil Hai Mushkil,Not Rated,Drama,5.8,Karan Johar,Karan Johar,Ranbir Kapoor,0.0,158.0,2016-10-28
Denial,PG-13,Biography,6.7,Mick Jackson,Deborah Lipstadt,Rachel Weisz,10000000.0,109.0,2016-10-21
Carrie Pilby,Not Rated,Comedy,6.7,Susan Johnson,Kara Holden,Bel Powley,0.0,98.0,2017-04-04
Ride Along 2,PG-13,Action,5.9,Tim Story,Phil Hay,Ice Cube,40000000.0,102.0,2016-01-15
Pink,Not Rated,Crime,8.1,Aniruddha Roy Chowdhury,Shoojit Sircar,Taapsee Pannu,0.0,136.0,2016-09-16
Under the Shadow,PG-13,Drama,6.9,Babak Anvari,Babak Anvari,Narges Rashidi,0.0,84.0,2016-10-07
Rock Dog,PG,Animation,6.0,Ash Brannon,Ash Brannon,Luke Wilson,60000000.0,90.0,2017-02-24
Race,PG-13,Biography,7.1,Stephen Hopkins,Joe Shrapnel,Stephan James,35000000.0,134.0,2016-02-19
A United Kingdom,PG-13,Biography,6.9,Amma Asante,Guy Hibbert,David Oyelowo,14000000.0,111.0,2017-02-10
Julieta,R,Drama,7.1,Pedro Almodóvar,Pedro Almodóvar,Emma Suárez,0.0,99.0,2016-12-21
American Pastoral,R,Crime,6.1,Ewan McGregor,Philip Roth,Ewan McGregor,0.0,108.0,2016-10-21
Buster's Mal Heart,Unrated,Crime,6.2,Sarah Adina Smith,Sarah Adina Smith,Rami Malek,0.0,96.0,2017-05-23
Complete Unknown,R,Drama,5.4,Joshua Marston,Joshua Marston,Erin Darke,0.0,91.0,2016-08-26
This Beautiful Fantastic,PG,Comedy,6.9,Simon Aboud,Simon Aboud,Jessica Brown Findlay,0.0,92.0,2018-02-19
Incarnate,PG-13,Horror,5.3,Brad Peyton,Ronnie Christensen,Aaron Eckhart,5000000.0,87.0,2016-12-02
The Innocents,PG-13,Drama,7.3,Anne Fontaine,Sabrina B. Karine,Lou de Laâge,0.0,115.0,2016-02-10
Thor: Ragnarok,PG-13,Action,7.9,Taika Waititi,Eric Pearson,Chris Hemsworth,180000000.0,130.0,2017-11-03
Darkest Hour,PG-13,Biography,7.4,Joe Wright,Anthony McCarten,Gary Oldman,30000000.0,125.0,2017-12-22
The Hitman's Bodyguard,R,Action,6.9,Patrick Hughes,Tom O'Connor,Ryan Reynolds,30000000.0,118.0,2017-08-18
It,R,Horror,7.3,Andy Muschietti,Chase Palmer,Bill Skarsgård,35000000.0,135.0,2017-09-08
Spider-Man: Homecoming,PG-13,Action,7.4,Jon Watts,Jonathan Goldstein,Tom Holland,175000000.0,133.0,2017-07-07
Blade Runner 2049,R,Action,8.0,Denis Villeneuve,Hampton Fancher,Harrison Ford,150000000.0,164.0,2017-10-06
Guardians of the Galaxy Vol. 2,PG-13,Action,7.6,James Gunn,James Gunn,Chris Pratt,200000000.0,136.0,2017-05-05
The Greatest Showman,PG,Biography,7.6,Michael Gracey,Jenny Bicks,Hugh Jackman,84000000.0,105.0,2017-12-20
Jumanji: Welcome to the Jungle,PG-13,Action,6.9,Jake Kasdan,Chris McKenna,Dwayne Johnson,90000000.0,119.0,2017-12-20
Baywatch,R,Action,5.5,Seth Gordon,Michael Berk,Dwayne Johnson,69000000.0,116.0,2017-05-25
Call Me by Your Name,R,Drama,7.9,Luca Guadagnino,James Ivory,Armie Hammer,0.0,132.0,2018-01-19
Home Again,PG-13,Comedy,5.8,Hallie Meyers-Shyer,Hallie Meyers-Shyer,Reese Witherspoon,12000000.0,97.0,2017-09-08
The Fate of the Furious,PG-13,Action,6.6,F. Gary Gray,Gary Scott Thompson,Vin Diesel,250000000.0,136.0,2017-04-14
Get Out,R,Horror,7.7,Jordan Peele,Jordan Peele,Daniel Kaluuya,4500000.0,104.0,2017-02-24
Dunkirk,PG-13,Action,7.8,Christopher Nolan,Christopher Nolan,Fionn Whitehead,100000000.0,106.0,2017-07-21
Coco,PG,Animation,8.4,Lee Unkrich,Lee Unkrich,Anthony Gonzalez,175000000.0,105.0,2017-11-22
Baby Driver,R,Action,7.6,Edgar Wright,Edgar Wright,Ansel Elgort,34000000.0,113.0,2017-06-28
The Boss Baby,PG,Animation,6.3,Tom McGrath,Michael McCullers,Alec Baldwin,125000000.0,97.0,2017-03-31
Logan,R,Action,8.1,James Mangold,James Mangold,Hugh Jackman,97000000.0,137.0,2017-03-03
Wonder Woman,PG-13,Action,7.4,Patty Jenkins,Allan Heinberg,Gal Gadot,149000000.0,141.0,2017-06-02
Alien: Covenant,R,Horror,6.4,Ridley Scott,Dan O'Bannon,Michael Fassbender,97000000.0,122.0,2017-05-19
John Wick: Chapter 2,R,Action,7.5,Chad Stahelski,Derek Kolstad,Keanu Reeves,40000000.0,122.0,2017-02-10
Wonder,PG,Drama,8.0,Stephen Chbosky,Stephen Chbosky,Jacob Tremblay,20000000.0,113.0,2017-11-17
Justice League,PG-13,Action,6.1,Zack Snyder,Jerry Siegel,Ben Affleck,300000000.0,120.0,2017-11-17
Mother!,R,Drama,6.6,Darren Aronofsky,Darren Aronofsky,Jennifer Lawrence,30000000.0,121.0,2017-09-15
Pirates of the Caribbean: Dead Men Tell No Tales,PG-13,Action,6.5,Joachim Rønning,Jeff Nathanson,Johnny Depp,230000000.0,129.0,2017-05-26
The Shape of Water,R,Adventure,7.3,Guillermo del Toro,Guillermo del Toro,Sally Hawkins,19400000.0,123.0,2017-12-22
Disobedience,R,Drama,6.6,Sebastián Lelio,Sebastián Lelio,Rachel Weisz,6000000.0,114.0,2018-04-27
Kong: Skull Island,PG-13,Action,6.6,Jordan Vogt-Roberts,Dan Gilroy,Tom Hiddleston,185000000.0,118.0,2017-03-10
Beauty and the Beast,PG,Family,7.1,Bill Condon,Stephen Chbosky,Emma Watson,160000000.0,129.0,2017-03-17
Kingsman: The Golden Circle,R,Action,6.7,Matthew Vaughn,Jane Goldman,Taron Egerton,104000000.0,141.0,2017-09-22
"Three Billboards Outside Ebbing, Missouri",R,Comedy,8.1,Martin McDonagh,Martin McDonagh,Frances McDormand,15000000.0,115.0,2017-12-01
Star Wars: Episode VIII - The Last Jedi,PG-13,Action,7.0,Rian Johnson,Rian Johnson,Daisy Ridley,317000000.0,152.0,2017-12-15
Beast,R,Crime,6.8,Michael Pearce,Michael Pearce,Jessie Buckley,0.0,107.0,2018-05-11
"I, Tonya",R,Biography,7.5,Craig Gillespie,Steven Rogers,Margot Robbie,11000000.0,119.0,2018-01-19
Atomic Blonde,R,Action,6.7,David Leitch,Kurt Johnstad,Charlize Theron,30000000.0,115.0,2017-07-28
Wind River,R,Crime,7.7,Taylor Sheridan,Taylor Sheridan,Elizabeth Olsen,11000000.0,107.0,2017-08-18
Murder on the Orient Express,PG-13,Crime,6.5,Kenneth Branagh,Michael Green,Kenneth Branagh,55000000.0,114.0,2017-11-10
King Arthur: Legend of the Sword,PG-13,Action,6.7,Guy Ritchie,Joby Harold,Charlie Hunnam,175000000.0,126.0,2017-05-12
Lady Bird,R,Comedy,7.4,Greta Gerwig,Greta Gerwig,Saoirse Ronan,10000000.0,94.0,2017-12-01
The Killing of a Sacred Deer,R,Drama,7.0,Yorgos Lanthimos,Yorgos Lanthimos,Barry G. Bernson,0.0,121.0,2017-11-03
Logan Lucky,PG-13,Comedy,7.0,Steven Soderbergh,Jules Asner,Channing Tatum,29000000.0,118.0,2017-08-18
Fifty Shades Darker,R,Drama,4.6,James Foley,Niall Leonard,Dakota Johnson,55000000.0,118.0,2017-02-10
Happy Death Day,PG-13,Comedy,6.6,Christopher Landon,Scott Lobdell,Jessica Rothe,4800000.0,96.0,2017-10-13
Transformers: The Last Knight,PG-13,Action,5.2,Michael Bay,Art Marcum,Mark Wahlberg,217000000.0,154.0,2017-06-21
Good Time,R,Crime,7.4,Benny Safdie,Ronald Bronstein,Robert Pattinson,4500000.0,102.0,2017-08-25
Ghost in the Shell,PG-13,Action,6.3,Rupert Sanders,Shirow Masamune,Scarlett Johansson,110000000.0,107.0,2017-03-31
Hampstead,PG-13,Comedy,6.0,Joel Hopkins,Robert Festinger,Lesley Manville,0.0,102.0,2019-06-14
Molly's Game,R,Biography,7.4,Aaron Sorkin,Aaron Sorkin,Jessica Chastain,30000000.0,140.0,2018-01-05
Hostiles,R,Drama,7.2,Scott Cooper,Scott Cooper,Scott Shepherd,39000000.0,134.0,2018-01-26
Valerian and the City of a Thousand Planets,PG-13,Action,6.5,Luc Besson,Pierre Christin,Dane DeHaan,177200000.0,136.0,2017-07-21
The Dark Tower,PG-13,Action,5.6,Nikolaj Arcel,Akiva Goldsman,Idris Elba,60000000.0,95.0,2017-08-04
Pitch Perfect 3,PG-13,Comedy,5.8,Trish Sie,Kay Cannon,Anna Kendrick,45000000.0,93.0,2017-12-22
American Assassin,R,Action,6.2,Michael Cuesta,Stephen Schiff,Dylan O'Brien,33000000.0,111.0,2017-09-15
You Were Never Really Here,R,Crime,6.8,Lynne Ramsay,Lynne Ramsay,Joaquin Phoenix,0.0,89.0,2018-04-06
The Florida Project,R,Drama,7.6,Sean Baker,Sean Baker,Brooklynn Prince,2000000.0,111.0,2017-11-10
Life,R,Horror,6.6,Daniel Espinosa,Rhett Reese,Jake Gyllenhaal,58000000.0,104.0,2017-03-24
The Death of Stalin,R,Comedy,7.2,Armando Iannucci,Armando Iannucci,Steve Buscemi,13000000.0,107.0,2018-03-09
Gifted,PG-13,Drama,7.6,Marc Webb,Tom Flynn,Chris Evans,7000000.0,101.0,2017-04-12
Phantom Thread,R,Drama,7.5,Paul Thomas Anderson,Paul Thomas Anderson,Vicky Krieps,35000000.0,130.0,2018-01-19
The Upside,PG-13,Comedy,7.0,Neil Burger,Jon Hartmere,Kevin Hart,37500000.0,126.0,2019-01-11
Berlin Syndrome,R,Drama,6.3,Cate Shortland,Shaun Grant,Teresa Palmer,0.0,116.0,2017-05-26
Annabelle: Creation,R,Horror,6.5,David F. Sandberg,Gary Dauberman,Anthony LaPaglia,15000000.0,109.0,2017-08-11
American Made,R,Action,7.2,Doug Liman,Gary Spinelli,Tom Cruise,50000000.0,115.0,2017-09-29
War for the Planet of the Apes,PG-13,Action,7.4,Matt Reeves,Mark Bomback,Andy Serkis,150000000.0,140.0,2017-07-14
Geostorm,PG-13,Action,5.3,Dean Devlin,Dean Devlin,Gerard Butler,120000000.0,109.0,2017-10-20
The Circle,PG-13,Drama,5.3,James Ponsoldt,James Ponsoldt,Emma Watson,18000000.0,110.0,2017-04-28
Cars 3,G,Animation,6.7,Brian Fee,Brian Fee,Owen Wilson,175000000.0,102.0,2017-06-16
Rough Night,R,Comedy,5.2,Lucia Aniello,Lucia Aniello,Scarlett Johansson,20000000.0,101.0,2017-06-16
xXx: Return of Xander Cage,PG-13,Action,5.2,D.J. Caruso,Rich Wilkes,Vin Diesel,85000000.0,107.0,2017-01-20
The Mummy,PG-13,Action,5.4,Alex Kurtzman,David Koepp,Tom Cruise,125000000.0,110.0,2017-06-09
CHIPS,R,Action,6.0,Dax Shepard,Rick Rosner,Michael Peña,25000000.0,100.0,2017-03-24
Ferdinand,PG,Animation,6.7,Carlos Saldanha,Robert L. Baird,John Cena,111000000.0,108.0,2017-12-15
Only the Brave,PG-13,Action,7.6,Joseph Kosinski,Sean Flynn,Josh Brolin,38000000.0,134.0,2017-10-20
The Beguiled,R,Drama,6.3,Sofia Coppola,Sofia Coppola,Nicole Kidman,10500000.0,93.0,2017-06-30
The Glass Castle,PG-13,Biography,7.1,Destin Daniel Cretton,Destin Daniel Cretton,Brie Larson,9000000.0,127.0,2017-08-11
The Lego Batman Movie,PG,Animation,7.3,Chris McKay,Seth Grahame-Smith,Will Arnett,80000000.0,104.0,2017-02-10
Papillon,R,Adventure,7.2,Michael Noer,Aaron Guzikowski,Charlie Hunnam,0.0,133.0,2018-08-24
The Big Sick,R,Comedy,7.5,Michael Showalter,Emily V. Gordon,Kumail Nanjiani,5000000.0,120.0,2017-07-14
The Endless,Not Rated,Drama,6.5,Justin Benson,Justin Benson,Aaron Moorhead,0.0,111.0,2018-04-06
Thoroughbreds,R,Comedy,6.7,Cory Finley,Cory Finley,Olivia Cooke,6000000.0,92.0,2018-03-09
