title,movie_rating,run_time,meta_score,imdb_rating,director,writer,actor,genre_name,Year,Predictions_BoxOffice,Predictions_Upcoming,label_boxoffice,box_office,Predictions_imbdRating,Predictions_imbd_Upcoming,label_imbd_score
The End of the Tour,R,106.0,0.0,7.3,James Ponsoldt,Donald Margulies,Jason Segel,Biography,2015,1.0,0.0,0.0,3072991.0,1.0,0.0,0.0
Cop Car,R,88.0,0.0,6.3,Jon Watts,Jon Watts,Kevin Bacon,Crime,2015,1.0,0.0,0.0,143658.0,1.0,0.0,0.0
Cemetery of Splendor,Unrated,122.0,0.0,6.8,Apichatpong Weerasethakul,Apichatpong Weerasethakul,Jenjira Pongpas,Drama,2015,1.0,0.0,0.0,98932.0,1.0,0.0,0.0
Captive,PG-13,97.0,0.0,5.4,Jerry Jameson,Brian Bird,Kate Mara,Action,2015,1.0,0.0,0.0,2801508.0,1.0,0.0,0.0
The Magnificent Seven,PG-13,132.0,0.0,6.9,Antoine Fuqua,Akira Kurosawa,Denzel Washington,Action,2016,1.0,0.0,0.0,162360636.0,1.0,0.0,0.0
Me Before You,PG-13,106.0,0.0,7.4,Thea Sharrock,Jojo Moyes,Emilia Clarke,Drama,2016,1.0,0.0,0.0,208314186.0,1.0,0.0,0.0
The Conjuring 2,R,134.0,0.0,7.3,James Wan,Chad Hayes,Vera Farmiga,Horror,2016,1.0,0.0,0.0,321788219.0,1.0,0.0,0.0
Zootopia,PG,108.0,0.0,8.0,Byron Howard,Byron Howard,Ginnifer Goodwin,Animation,2016,1.0,0.0,0.0,1024121104.0,1.0,0.0,0.0
13 Hours,R,144.0,0.0,7.3,Michael Bay,Chuck Hogan,John Krasinski,Action,2016,1.0,0.0,0.0,69411370.0,1.0,0.0,0.0
Nocturnal Animals,R,116.0,0.0,7.5,Tom Ford,Tom Ford,Amy Adams,Drama,2016,1.0,0.0,0.0,30311857.0,1.0,0.0,0.0
The Nice Guys,R,116.0,0.0,7.4,Shane Black,Shane Black,Russell Crowe,Action,2016,1.0,0.0,0.0,62788218.0,1.0,0.0,0.0
Hidden Figures,PG,127.0,0.0,7.8,Theodore Melfi,Allison Schroeder,Taraji P. Henson,Biography,2017,1.0,0.0,0.0,236225193.0,1.0,0.0,0.0
The Accountant,R,128.0,0.0,7.3,Gavin O'Connor,Bill Dubuque,Ben Affleck,Action,2016,1.0,0.0,0.0,155160045.0,1.0,0.0,0.0
Silence,R,161.0,0.0,7.2,Martin Scorsese,Jay Cocks,Andrew Garfield,Drama,2017,1.0,0.0,0.0,23834809.0,1.0,0.0,0.0
10 Cloverfield Lane,PG-13,103.0,0.0,7.2,Dan Trachtenberg,Josh Campbell,John Goodman,Action,2016,1.0,0.0,0.0,110216998.0,1.0,0.0,0.0
The Lost City of Z,PG-13,141.0,0.0,6.6,James Gray,James Gray,Charlie Hunnam,Biography,2017,1.0,0.0,0.0,19263938.0,1.0,0.0,0.0
Meet the Blacks,R,94.0,0.0,4.8,Deon Taylor,Deon Taylor,Mike Epps,Comedy,2016,1.0,0.0,0.0,9097072.0,1.0,0.0,0.0
Deepwater Horizon,PG-13,107.0,0.0,7.1,Peter Berg,Matthew Michael Carnahan,Mark Wahlberg,Action,2016,1.0,0.0,0.0,121790373.0,1.0,0.0,0.0
The Infiltrator,R,127.0,0.0,7.0,Brad Furman,Ellen Furman,Bryan Cranston,Biography,2016,1.0,0.0,0.0,21011110.0,1.0,0.0,0.0
A Cure for Wellness,R,146.0,0.0,6.4,Gore Verbinski,Justin Haythe,Dane DeHaan,Drama,2017,1.0,0.0,0.0,26620002.0,1.0,0.0,0.0
The 5th Wave,PG-13,112.0,0.0,5.2,J Blakeson,Susannah Grant,Chloë Grace Moretz,Action,2016,1.0,0.0,0.0,109906372.0,1.0,0.0,0.0
Allegiant,PG-13,120.0,0.0,5.7,Robert Schwentke,Noah Oppenheim,Shailene Woodley,Action,2016,1.0,0.0,0.0,179246868.0,1.0,0.0,0.0
The Great Wall,PG-13,103.0,0.0,5.9,Yimou Zhang,Carlo Bernard,Matt Damon,Action,2017,1.0,0.0,0.0,334933831.0,1.0,0.0,0.0
Bad Moms,R,100.0,0.0,6.2,Jon Lucas,Jon Lucas,Mila Kunis,Comedy,2016,1.0,0.0,0.0,183936074.0,1.0,0.0,0.0
Teenage Mutant Ninja Turtles: Out of the Shadows,PG-13,112.0,0.0,6.0,Dave Green,Josh Appelbaum,Megan Fox,Action,2016,1.0,0.0,0.0,245623848.0,1.0,0.0,0.0
Everybody Wants Some!!,R,117.0,0.0,6.9,Richard Linklater,Richard Linklater,Blake Jenner,Comedy,2016,1.0,0.0,0.0,4644472.0,1.0,0.0,0.0
The Finest Hours,PG-13,117.0,0.0,6.8,Craig Gillespie,Scott Silver,Chris Pine,Action,2016,1.0,0.0,0.0,52099090.0,1.0,0.0,0.0
The Belko Experiment,R,89.0,0.0,6.1,Greg McLean,James Gunn,John Gallagher Jr.,Horror,2017,1.0,0.0,0.0,11084630.0,1.0,0.0,0.0
Nerve,PG-13,96.0,0.0,6.5,Henry Joost,Jessica Sharzer,Emma Roberts,Action,2016,1.0,0.0,0.0,85251425.0,1.0,0.0,0.0
Mechanic: Resurrection,R,98.0,0.0,5.7,Dennis Gansel,Lewis John Carlino,Jason Statham,Action,2016,1.0,0.0,0.0,125729635.0,1.0,0.0,0.0
Neighbors 2: Sorority Rising,R,92.0,0.0,5.7,Nicholas Stoller,Andrew Jay Cohen,Seth Rogen,Comedy,2016,1.0,0.0,0.0,108007109.0,1.0,0.0,0.0
Free State of Jones,R,139.0,0.0,6.9,Gary Ross,Gary Ross,Matthew McConaughey,Action,2016,1.0,0.0,0.0,25035950.0,1.0,0.0,0.0
Keanu,R,100.0,0.0,6.3,Peter Atencio,Jordan Peele,Keegan-Michael Key,Action,2016,1.0,0.0,0.0,20651333.0,1.0,0.0,0.0
A Monster Calls,PG-13,108.0,0.0,7.5,J.A. Bayona,Patrick Ness,Lewis MacDougall,Adventure,2017,1.0,0.0,0.0,47309313.0,1.0,0.0,0.0
Blair Witch,R,89.0,0.0,5.0,Adam Wingard,Simon Barrett,James Allen McCune,Horror,2016,1.0,0.0,0.0,45173154.0,1.0,0.0,0.0
In a Valley of Violence,R,104.0,0.0,6.0,Ti West,Ti West,Ethan Hawke,Action,2016,1.0,0.0,0.0,61797.0,1.0,0.0,0.0
Rules Don't Apply,PG-13,127.0,0.0,5.7,Warren Beatty,Warren Beatty,Lily Collins,Comedy,2016,1.0,0.0,0.0,3885342.0,1.0,0.0,0.0
Better Watch Out,R,89.0,0.0,6.5,Chris Peckover,Zack Kahn,Olivia DeJonge,Comedy,2017,1.0,0.0,0.0,176288.0,1.0,0.0,0.0
Ouija: Origin of Evil,PG-13,99.0,0.0,6.1,Mike Flanagan,Mike Flanagan,Elizabeth Reaser,Drama,2016,1.0,0.0,0.0,81705746.0,1.0,0.0,0.0
Bleed for This,R,117.0,0.0,6.8,Ben Younger,Ben Younger,Miles Teller,Biography,2016,1.0,0.0,0.0,6698679.0,1.0,0.0,0.0
Denial,PG-13,109.0,0.0,6.7,Mick Jackson,Deborah Lipstadt,Rachel Weisz,Biography,2016,1.0,0.0,0.0,7994527.0,1.0,0.0,0.0
Carrie Pilby,Not Rated,98.0,0.0,6.7,Susan Johnson,Kara Holden,Bel Powley,Comedy,2017,1.0,0.0,0.0,28430.0,1.0,0.0,0.0
Under the Shadow,PG-13,84.0,0.0,6.9,Babak Anvari,Babak Anvari,Narges Rashidi,Drama,2016,1.0,0.0,0.0,133324.0,1.0,0.0,0.0
Rock Dog,PG,90.0,0.0,6.0,Ash Brannon,Ash Brannon,Luke Wilson,Animation,2017,1.0,0.0,0.0,23157646.0,1.0,0.0,0.0
Complete Unknown,R,91.0,0.0,5.4,Joshua Marston,Joshua Marston,Erin Darke,Drama,2016,1.0,0.0,0.0,217473.0,1.0,0.0,0.0
Dunkirk,PG-13,106.0,0.0,7.8,Christopher Nolan,Christopher Nolan,Fionn Whitehead,Action,2017,1.0,0.0,0.0,527016307.0,1.0,0.0,0.0
Coco,PG,105.0,0.0,8.4,Lee Unkrich,Lee Unkrich,Anthony Gonzalez,Animation,2017,1.0,0.0,0.0,807817888.0,1.0,0.0,0.0
Logan Lucky,PG-13,118.0,0.0,7.0,Steven Soderbergh,Jules Asner,Channing Tatum,Comedy,2017,1.0,0.0,0.0,48453605.0,1.0,0.0,0.0
Transformers: The Last Knight,PG-13,154.0,0.0,5.2,Michael Bay,Art Marcum,Mark Wahlberg,Action,2017,1.0,0.0,0.0,605425157.0,1.0,0.0,0.0
Molly's Game,R,140.0,0.0,7.4,Aaron Sorkin,Aaron Sorkin,Jessica Chastain,Biography,2018,1.0,0.0,0.0,59284015.0,1.0,0.0,0.0
Hostiles,R,134.0,0.0,7.2,Scott Cooper,Scott Cooper,Scott Shepherd,Drama,2018,1.0,0.0,0.0,35669017.0,1.0,0.0,0.0
American Assassin,R,111.0,0.0,6.2,Michael Cuesta,Stephen Schiff,Dylan O'Brien,Action,2017,1.0,0.0,0.0,67234188.0,1.0,0.0,0.0
The Death of Stalin,R,107.0,0.0,7.2,Armando Iannucci,Armando Iannucci,Steve Buscemi,Comedy,2018,1.0,0.0,0.0,24646055.0,1.0,0.0,0.0
Gifted,PG-13,101.0,0.0,7.6,Marc Webb,Tom Flynn,Chris Evans,Drama,2017,1.0,0.0,0.0,43069254.0,1.0,0.0,0.0
The Upside,PG-13,126.0,0.0,7.0,Neil Burger,Jon Hartmere,Kevin Hart,Comedy,2019,1.0,0.0,0.0,125856180.0,1.0,0.0,0.0
American Made,R,115.0,0.0,7.2,Doug Liman,Gary Spinelli,Tom Cruise,Action,2017,1.0,0.0,0.0,134866593.0,1.0,0.0,0.0
War for the Planet of the Apes,PG-13,140.0,0.0,7.4,Matt Reeves,Mark Bomback,Andy Serkis,Action,2017,1.0,0.0,0.0,490719763.0,1.0,0.0,0.0
xXx: Return of Xander Cage,PG-13,107.0,0.0,5.2,D.J. Caruso,Rich Wilkes,Vin Diesel,Action,2017,1.0,0.0,0.0,346118277.0,1.0,0.0,0.0
The Lego Batman Movie,PG,104.0,0.0,7.3,Chris McKay,Seth Grahame-Smith,Will Arnett,Animation,2017,1.0,0.0,0.0,311950384.0,1.0,0.0,0.0
The Post,PG-13,116.0,0.0,7.2,Steven Spielberg,Liz Hannah,Meryl Streep,Drama,2018,1.0,0.0,0.0,180419231.0,1.0,0.0,0.0
Loving Vincent,PG-13,94.0,0.0,7.8,Dorota Kobiela,Dorota Kobiela,Douglas Booth,Animation,2017,1.0,0.0,0.0,42187665.0,1.0,0.0,0.0
Daddy's Home 2,PG-13,100.0,0.0,6.0,Sean Anders,Sean Anders,Will Ferrell,Comedy,2017,1.0,0.0,0.0,180613824.0,1.0,0.0,0.0
Mark Felt: The Man Who Brought Down the White House,PG-13,103.0,0.0,6.4,Peter Landesman,Mark Felt,Liam Neeson,Biography,2017,1.0,0.0,0.0,4372130.0,1.0,0.0,0.0
A Dog's Purpose,PG,100.0,0.0,7.2,Lasse Hallström,W. Bruce Cameron,Josh Gad,Adventure,2017,1.0,0.0,0.0,205035819.0,1.0,0.0,0.0
The Little Hours,R,90.0,0.0,5.8,Jeff Baena,Giovanni Boccaccio,Alison Brie,Comedy,2017,1.0,0.0,0.0,1647175.0,1.0,0.0,0.0
Professor Marston & the Wonder Women,R,108.0,0.0,7.1,Angela Robinson,Angela Robinson,Luke Evans,Biography,2017,1.0,0.0,0.0,1899615.0,1.0,0.0,0.0
A Taxi Driver,Not Rated,137.0,0.0,7.9,Hun Jang,Yu-na Eom,Kang-ho Song,Action,2017,1.0,0.0,0.0,86252940.0,1.0,0.0,0.0
Smurfs: The Lost Village,PG,90.0,0.0,6.0,Kelly Asbury,Stacey Harman,Demi Lovato,Animation,2017,1.0,0.0,0.0,197183546.0,1.0,0.0,0.0
Fist Fight,R,91.0,0.0,5.6,Richie Keen,Van Robichaux,Ice Cube,Comedy,2017,1.0,0.0,0.0,41087017.0,1.0,0.0,0.0
Ghost Stories,Not Rated,98.0,0.0,6.4,Jeremy Dyson,Jeremy Dyson,Samuel Bottomley,Drama,2018,1.0,0.0,0.0,4131358.0,1.0,0.0,0.0
The Bookshop,PG,113.0,0.0,6.5,Isabel Coixet,Isabel Coixet,Emily Mortimer,Drama,2018,1.0,0.0,0.0,12062146.0,1.0,0.0,0.0
Captain Underpants: The First Epic Movie,PG,89.0,0.0,6.2,David Soren,Nicholas Stoller,Kevin Hart,Animation,2017,1.0,0.0,0.0,125427681.0,1.0,0.0,0.0
Journey's End,R,107.0,0.0,6.7,Saul Dibb,Simon Reade,Paul Bettany,Drama,2018,1.0,0.0,0.0,970809.0,1.0,0.0,0.0
BPM (Beats Per Minute),Not Rated,143.0,0.0,7.4,Robin Campillo,Robin Campillo,Nahuel Pérez Biscayart,Drama,2017,1.0,0.0,0.0,7704369.0,1.0,0.0,0.0
The Villainess,Not Rated,124.0,0.0,6.7,Byung-gil Jung,Byeong-sik Jung,Kim Ok-bin,Action,2017,1.0,0.0,0.0,8737458.0,1.0,0.0,0.0
How to Talk to Girls at Parties,R,102.0,0.0,5.7,John Cameron Mitchell,Philippa Goslett,Elle Fanning,Comedy,2018,1.0,0.0,0.0,385733.0,1.0,0.0,0.0
Avengers: Infinity War,PG-13,149.0,0.0,8.4,Anthony Russo,Christopher Markus,Robert Downey Jr.,Action,2018,1.0,0.0,0.0,2048359754.0,1.0,0.0,0.0
A Simple Favor,R,117.0,0.0,6.8,Paul Feig,Darcey Bell,Anna Kendrick,Comedy,2018,1.0,0.0,0.0,97644617.0,1.0,0.0,0.0
Green Book,PG-13,130.0,0.0,8.2,Peter Farrelly,Nick Vallelonga,Viggo Mortensen,Biography,2018,1.0,0.0,0.0,321752656.0,1.0,0.0,0.0
Crazy Rich Asians,PG-13,120.0,0.0,6.9,Jon M. Chu,Peter Chiarelli,Constance Wu,Comedy,2018,1.0,0.0,0.0,238539198.0,1.0,0.0,0.0
Midnight Sun,PG-13,91.0,0.0,6.6,Scott Speer,Kenji Bando,Bella Thorne,Drama,2018,1.0,0.0,0.0,27365467.0,1.0,0.0,0.0
Under the Silver Lake,R,139.0,0.0,6.5,David Robert Mitchell,David Robert Mitchell,Andrew Garfield,Crime,2019,1.0,0.0,0.0,2053469.0,1.0,0.0,0.0
Annihilation,R,115.0,0.0,6.8,Alex Garland,Alex Garland,Natalie Portman,Adventure,2018,1.0,0.0,0.0,43070915.0,1.0,0.0,0.0
Death Wish,R,107.0,0.0,6.3,Eli Roth,Joe Carnahan,Bruce Willis,Action,2018,1.0,0.0,0.0,49562710.0,1.0,0.0,0.0
Sicario: Day of the Soldado,R,122.0,0.0,7.1,Stefano Sollima,Taylor Sheridan,Benicio Del Toro,Action,2018,1.0,0.0,0.0,75837743.0,1.0,0.0,0.0
Charlie Says,R,110.0,0.0,5.9,Mary Harron,Guinevere Turner,Hannah Murray,Biography,2019,1.0,0.0,0.0,98240.0,1.0,0.0,0.0
The Commuter,PG-13,104.0,0.0,6.3,Jaume Collet-Serra,Byron Willinger,Liam Neeson,Action,2018,1.0,0.0,0.0,119942387.0,1.0,0.0,0.0
Red Joan,R,101.0,0.0,6.4,Trevor Nunn,Lindsay Shapero,Judi Dench,Biography,2019,1.0,0.0,0.0,10647493.0,1.0,0.0,0.0
Tag,R,100.0,0.0,6.5,Jeff Tomsic,Rob McKittrick,Jeremy Renner,Action,2018,1.0,0.0,0.0,78130625.0,1.0,0.0,0.0
The Hate U Give,PG-13,133.0,0.0,7.5,George Tillman Jr.,Audrey Wells,Amandla Stenberg,Crime,2018,1.0,0.0,0.0,34934009.0,1.0,0.0,0.0
Bad Times at the El Royale,R,141.0,0.0,7.1,Drew Goddard,Drew Goddard,Jeff Bridges,Crime,2018,1.0,0.0,0.0,31882724.0,1.0,0.0,0.0
Fantastic Beasts: The Crimes of Grindelwald,PG-13,134.0,0.0,6.5,David Yates,J.K. Rowling,Eddie Redmayne,Adventure,2018,1.0,0.0,0.0,654855901.0,1.0,0.0,0.0
Hunter Killer,R,121.0,0.0,6.6,Donovan Marsh,Arne Schmidt,Gerard Butler,Action,2018,1.0,0.0,0.0,31676128.0,1.0,0.0,0.0
Mary Poppins Returns,PG,130.0,0.0,6.7,Rob Marshall,P.L. Travers,Emily Blunt,Comedy,2018,1.0,0.0,0.0,349546142.0,1.0,0.0,0.0
Leave No Trace,PG,109.0,0.0,7.2,Debra Granik,Debra Granik,Thomasin McKenzie,Adventure,2018,1.0,0.0,0.0,7682928.0,1.0,0.0,0.0
Bumblebee,PG-13,114.0,0.0,6.7,Travis Knight,Christina Hodson,Hailee Steinfeld,Action,2018,1.0,0.0,0.0,467989645.0,1.0,0.0,0.0
The Spy Who Dumped Me,R,117.0,0.0,6.1,Susanna Fogel,Susanna Fogel,Justin Theroux,Action,2018,1.0,0.0,0.0,75339459.0,1.0,0.0,0.0
The Girl in the Spider's Web,R,115.0,0.0,6.1,Fede Alvarez,David Lagercrantz,Claire Foy,Action,2018,1.0,0.0,0.0,35164920.0,1.0,0.0,0.0
First Man,PG-13,141.0,0.0,7.3,Damien Chazelle,Josh Singer,Ryan Gosling,Biography,2018,1.0,0.0,0.0,105713218.0,1.0,0.0,0.0
Creed II,PG-13,130.0,0.0,7.1,Steven Caple Jr.,Juel Taylor,Michael B. Jordan,Drama,2018,1.0,0.0,0.0,214215889.0,1.0,0.0,0.0
Widows,R,129.0,0.0,6.9,Steve McQueen,Gillian Flynn,Viola Davis,Crime,2018,1.0,0.0,0.0,75984700.0,1.0,0.0,0.0
Peppermint,R,101.0,0.0,6.5,Pierre Morel,Chad St. John,Jennifer Garner,Action,2018,1.0,0.0,0.0,53918723.0,1.0,0.0,0.0
Operation Finale,PG-13,122.0,0.0,6.6,Chris Weitz,Matthew Orton,Oscar Isaac,Biography,2018,1.0,0.0,0.0,17612099.0,1.0,0.0,0.0
American Woman,R,111.0,0.0,6.8,Jake Scott,Brad Ingelsby,Sienna Miller,Drama,2019,1.0,0.0,0.0,245416.0,1.0,0.0,0.0
Holmes & Watson,PG-13,90.0,0.0,3.8,Etan Cohen,Etan Cohen,Will Ferrell,Comedy,2018,1.0,0.0,0.0,40466970.0,1.0,0.0,0.0
Truth or Dare,PG-13,100.0,0.0,5.2,Jeff Wadlow,Michael Reisz,Lucy Hale,Horror,2018,1.0,0.0,0.0,95330710.0,1.0,0.0,0.0
At Eternity's Gate,PG-13,111.0,0.0,6.9,Julian Schnabel,Jean-Claude Carrière,Willem Dafoe,Biography,2019,1.0,0.0,0.0,11473638.0,1.0,0.0,0.0
Summer of 84,Not Rated,105.0,0.0,6.7,François Simard,Matt Leslie,Graham Verchere,Drama,2018,1.0,0.0,0.0,42027.0,1.0,0.0,0.0
Hotel Mumbai,R,123.0,0.0,7.6,Anthony Maras,John Collee,Dev Patel,Action,2019,1.0,0.0,0.0,21315827.0,1.0,0.0,0.0
American Animals,R,116.0,0.0,7.0,Bart Layton,Bart Layton,Spencer Reinhard,Biography,2018,1.0,0.0,0.0,4080073.0,1.0,0.0,0.0
The Miseducation of Cameron Post,Not Rated,91.0,0.0,6.6,Desiree Akhavan,Desiree Akhavan,Chloë Grace Moretz,Drama,2018,1.0,0.0,0.0,1474577.0,1.0,0.0,0.0
"Don't Worry, He Won't Get Far on Foot",R,114.0,0.0,6.9,Gus Van Sant,John Callahan,Joaquin Phoenix,Biography,2018,1.0,0.0,0.0,4241656.0,1.0,0.0,0.0
Johnny English Strikes Again,PG,89.0,0.0,6.2,David Kerr,William Davies,Rowan Atkinson,Action,2018,1.0,0.0,0.0,158972499.0,1.0,0.0,0.0
Wildlife,PG-13,105.0,0.0,6.8,Paul Dano,Paul Dano,Ed Oxenbould,Drama,2019,1.0,0.0,0.0,3321367.0,1.0,0.0,0.0
On the Basis of Sex,PG-13,120.0,0.0,7.1,Mimi Leder,Daniel Stiepleman,Felicity Jones,Biography,2019,1.0,0.0,0.0,38755900.0,1.0,0.0,0.0
Border,R,110.0,0.0,7.0,Ali Abbasi,John Ajvide Lindqvist,Eva Melander,Crime,2018,1.0,0.0,0.0,2177678.0,1.0,0.0,0.0
Lords of Chaos,R,118.0,0.0,6.6,Jonas Åkerlund,Dennis Magnusson,Rory Culkin,Biography,2019,1.0,0.0,0.0,365353.0,1.0,0.0,0.0
Wild Rose,R,101.0,0.0,7.2,Tom Harper,Nicole Taylor,Jessie Buckley,Comedy,2019,1.0,0.0,0.0,7123449.0,1.0,0.0,0.0
The Possession of Hannah Grace,R,86.0,0.0,5.2,Diederik Van Rooijen,Brian Sieve,Shay Mitchell,Horror,2018,1.0,0.0,0.0,43016528.0,1.0,0.0,0.0
If Beale Street Could Talk,R,119.0,0.0,7.1,Barry Jenkins,Barry Jenkins,KiKi Layne,Drama,2018,1.0,0.0,0.0,20596567.0,1.0,0.0,0.0
Action Point,R,85.0,0.0,5.1,Tim Kirkby,John Altschuler,Johnny Knoxville,Comedy,2018,1.0,0.0,0.0,5103663.0,1.0,0.0,0.0
Never Look Away,R,189.0,0.0,7.7,Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck,Tom Schilling,Biography,2018,1.0,0.0,0.0,6193234.0,1.0,0.0,0.0
Padmaavat,Not Rated,164.0,0.0,7.0,Sanjay Leela Bhansali,Prakash Kapadia,Deepika Padukone,Drama,2018,1.0,0.0,0.0,60508780.0,1.0,0.0,0.0
The Hummingbird Project,R,111.0,0.0,6.2,Kim Nguyen,Kim Nguyen,Jesse Eisenberg,Drama,2019,1.0,0.0,0.0,878199.0,1.0,0.0,0.0
Kin,PG-13,102.0,0.0,5.8,Jonathan Baker,Jonathan Baker,Myles Truitt,Action,2018,1.0,0.0,0.0,10313019.0,1.0,0.0,0.0
The Quake,PG-13,106.0,0.0,6.2,John Andreas Andersen,John Kåre Raake,Kristoffer Joner,Action,2018,1.0,0.0,0.0,13837294.0,1.0,0.0,0.0
Spider-Man: Far from Home,PG-13,129.0,0.0,7.5,Jon Watts,Chris McKenna,Tom Holland,Action,2019,1.0,0.0,0.0,1131927996.0,1.0,0.0,0.0
It Chapter Two,R,169.0,0.0,6.5,Andy Muschietti,Stephen King,Jessica Chastain,Drama,2019,1.0,0.0,0.0,473093228.0,1.0,0.0,0.0
Us,R,116.0,0.0,6.8,Jordan Peele,Jordan Peele,Lupita Nyong'o,Horror,2019,1.0,0.0,0.0,255184580.0,1.0,0.0,0.0
Ready or Not,R,95.0,0.0,6.9,Matt Bettinelli-Olpin,Guy Busick,Samara Weaving,Action,2019,1.0,0.0,0.0,57615777.0,1.0,0.0,0.0
Terminator: Dark Fate,R,128.0,0.0,6.2,Tim Miller,David S. Goyer,Linda Hamilton,Action,2019,1.0,0.0,0.0,261119292.0,1.0,0.0,0.0
Downton Abbey,PG,122.0,0.0,7.4,Michael Engler,Julian Fellowes,Stephen Campbell Moore,Drama,2019,1.0,0.0,0.0,237860050.0,1.0,0.0,0.0
Gemini Man,PG-13,117.0,0.0,5.7,Ang Lee,David Benioff,Will Smith,Action,2019,1.0,0.0,0.0,173469516.0,1.0,0.0,0.0
Godzilla: King of the Monsters,PG-13,132.0,0.0,6.0,Michael Dougherty,Michael Dougherty,Kyle Chandler,Action,2019,1.0,0.0,0.0,386600138.0,1.0,0.0,0.0
Hustlers,R,110.0,0.0,6.3,Lorene Scafaria,Lorene Scafaria,Constance Wu,Comedy,2019,1.0,0.0,0.0,157563598.0,1.0,0.0,0.0
Zombieland: Double Tap,R,99.0,0.0,6.7,Ruben Fleischer,Rhett Reese,Woody Harrelson,Action,2019,1.0,0.0,0.0,122810399.0,1.0,0.0,0.0
Brightburn,R,90.0,0.0,6.1,David Yarovesky,Brian Gunn,Elizabeth Banks,Drama,2019,1.0,0.0,0.0,32893421.0,1.0,0.0,0.0
Ma,R,99.0,0.0,5.6,Tate Taylor,Scotty Landes,Octavia Spencer,Horror,2019,1.0,0.0,0.0,61105744.0,1.0,0.0,0.0
Crawl,R,87.0,0.0,6.1,Alexandre Aja,Michael Rasmussen,Kaya Scodelario,Action,2019,1.0,0.0,0.0,91542097.0,1.0,0.0,0.0
A Beautiful Day in the Neighborhood,PG,109.0,0.0,7.3,Marielle Heller,Micah Fitzerman-Blue,Tom Hanks,Biography,2019,1.0,0.0,0.0,67760877.0,1.0,0.0,0.0
How to Train Your Dragon: The Hidden World,PG,104.0,0.0,7.5,Dean DeBlois,Dean DeBlois,Jay Baruchel,Animation,2019,1.0,0.0,0.0,525683457.0,1.0,0.0,0.0
Pokémon Detective Pikachu,PG,104.0,0.0,6.6,Rob Letterman,Dan Hernandez,Ryan Reynolds,Action,2019,1.0,0.0,0.0,433921300.0,1.0,0.0,0.0
Maleficent: Mistress of Evil,PG,119.0,0.0,6.6,Joachim Rønning,Linda Woolverton,Angelina Jolie,Adventure,2019,1.0,0.0,0.0,491730089.0,1.0,0.0,0.0
The Secret Life of Pets 2,PG,86.0,0.0,6.5,Chris Renaud,Brian Lynch,Patton Oswalt,Animation,2019,1.0,0.0,0.0,430051293.0,1.0,0.0,0.0
The Intruder,PG-13,102.0,0.0,5.6,Deon Taylor,David Loughery,Michael Ealy,Thriller,2019,1.0,0.0,0.0,36599361.0,1.0,0.0,0.0
The Art of Self-Defense,R,104.0,0.0,6.6,Riley Stearns,Riley Stearns,Jesse Eisenberg,Action,2019,1.0,0.0,0.0,2414269.0,1.0,0.0,0.0
Sword of Trust,R,88.0,0.0,6.3,Lynn Shelton,Lynn Shelton,Marc Maron,Comedy,2019,1.0,0.0,0.0,323369.0,1.0,0.0,0.0
The Souvenir,R,120.0,0.0,6.4,Joanna Hogg,Joanna Hogg,Neil Young,Drama,2019,1.0,0.0,0.0,1719157.0,1.0,0.0,0.0
The Beach Bum,R,95.0,0.0,5.5,Harmony Korine,Harmony Korine,Matthew McConaughey,Comedy,2019,1.0,0.0,0.0,4554416.0,1.0,0.0,0.0
Can You Keep a Secret?,Not Rated,94.0,0.0,5.3,Elise Durán,Peter Hutchings,Alexandra Daddario,Comedy,2019,1.0,0.0,0.0,1378160.0,1.0,0.0,0.0
The Art of Racing in the Rain,PG,109.0,0.0,7.6,Simon Curtis,Mark Bomback,Kevin Costner,Comedy,2019,1.0,0.0,0.0,33766787.0,1.0,0.0,0.0
Ip Man 4: The Finale,Not Rated,107.0,0.0,7.0,Wilson Yip,Edmond Wong,Donnie Yen,Action,2019,1.0,0.0,0.0,176345966.0,1.0,0.0,0.0
Miss Bala,PG-13,104.0,0.0,5.8,Catherine Hardwicke,Gareth Dunnet-Alcocer,Gina Rodriguez,Action,2019,1.0,0.0,0.0,15383580.0,1.0,0.0,0.0
The Fanatic,R,88.0,0.0,4.1,Fred Durst,Fred Durst,John Travolta,Crime,2019,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Breakthrough,PG,116.0,0.0,6.3,Roxann Dawson,Joyce Smith,Marcel Ruiz,Biography,2019,1.0,0.0,0.0,50444358.0,1.0,0.0,0.0
Little,PG-13,109.0,0.0,5.5,Tina Gordon,Tracy Oliver,Regina Hall,Comedy,2019,1.0,0.0,0.0,49000667.0,1.0,0.0,0.0
Ne Zha,Not Rated,110.0,0.0,7.5,Yu Yang,Yu Yang,Yanting Lü,Animation,2019,1.0,0.0,0.0,726264074.0,1.0,0.0,0.0
Sonchiriya,Not Rated,143.0,0.0,8.1,Abhishek Chaubey,Sudip Sharma,Sushant Singh Rajput,Action,2019,1.0,0.0,0.0,914565.0,1.0,0.0,0.0
Saaho,Not Rated,170.0,0.0,5.2,Sujeeth,Sujeeth,Prabhas,Action,2019,1.0,0.0,0.0,5708522.0,1.0,0.0,0.0
