title,movie_rating,run_time,meta_score,imdb_rating,director,writer,actor,genre_name,Year,Predictions_BoxOffice,Predictions_Upcoming,label_boxoffice,box_office,Predictions_imbdRating,Predictions_imbd_Upcoming,label_imbd_score
Beat Street,PG,105.0,0.0,6.5,Stan Lathan,Steven Hager,Rae Dawn Chong,Drama,1984,1.0,0.0,0.0,16595791.0,1.0,0.0,0.0
Tank,PG,113.0,0.0,5.8,Marvin J. Chomsky,Dan Gordon,James Garner,Action,1984,1.0,0.0,0.0,11302884.0,1.0,0.0,0.0
The Warrior and the Sorceress,R,81.0,0.0,4.3,John C. Broderick,John C. Broderick,David Carradine,Adventure,1984,1.0,0.0,0.0,2886225.0,1.0,0.0,0.0
Teachers,R,107.0,0.0,6.1,Arthur Hiller,W.R. McKinney,Nick Nolte,Comedy,1984,1.0,0.0,0.0,27774237.0,1.0,0.0,0.0
Irreconcilable Differences,PG,113.0,0.0,5.8,Charles Shyer,Nancy Meyers,Ryan O'Neal,Comedy,1984,1.0,0.0,0.0,12414210.0,1.0,0.0,0.0
Iceman,PG,100.0,0.0,6.1,Fred Schepisi,Chip Proser,Timothy Hutton,Drama,1984,1.0,0.0,0.0,7343032.0,1.0,0.0,0.0
Flashpoint,R,93.0,0.0,6.4,William Tannen,George LaFountaine,Kris Kristofferson,Action,1984,1.0,0.0,0.0,3854833.0,1.0,0.0,0.0
Broadway Danny Rose,PG,84.0,0.0,7.4,Woody Allen,Woody Allen,Woody Allen,Comedy,1984,1.0,0.0,0.0,10600497.0,1.0,0.0,0.0
Best Defense,R,94.0,0.0,3.8,Willard Huyck,Robert Grossbach,Dudley Moore,Comedy,1984,1.0,0.0,0.0,19265302.0,1.0,0.0,0.0
Choose Me,R,106.0,0.0,6.8,Alan Rudolph,Alan Rudolph,Geneviève Bujold,Comedy,1984,1.0,0.0,0.0,2490233.0,1.0,0.0,0.0
Country,PG,105.0,0.0,6.7,Richard Pearce,William D. Wittliff,Jessica Lange,Drama,1984,1.0,0.0,0.0,9640000.0,1.0,0.0,0.0
Purple Hearts,R,116.0,0.0,5.8,Sidney J. Furie,Rick Natkin,Ken Wahl,Drama,1984,1.0,0.0,0.0,2075282.0,1.0,0.0,0.0
Finders Keepers,R,96.0,0.0,5.4,Richard Lester,Charles Dennis,Michael O'Keefe,Comedy,1984,1.0,0.0,0.0,1467396.0,1.0,0.0,0.0
Kaos,R,187.0,0.0,7.9,Paolo Taviani,Luigi Pirandello,Margarita Lozano,Comedy,1986,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Heartbreakers,R,98.0,0.0,5.9,Bobby Roth,Bobby Roth,Peter Coyote,Drama,1984,1.0,0.0,0.0,148750.0,1.0,0.0,0.0
A Sunday in the Country,G,90.0,0.0,7.6,Bertrand Tavernier,Pierre Bost,Louis Ducreux,Drama,1984,1.0,0.0,0.0,2411143.0,1.0,0.0,0.0
Windy City,R,103.0,0.0,5.8,Armyan Bernstein,Armyan Bernstein,John Shea,Drama,1986,1.0,0.0,0.0,343890.0,1.0,0.0,0.0
Lovelines,R,93.0,0.0,5.3,Rod Amateau,Chip Hand,Greg Bradford,Comedy,1984,1.0,0.0,0.0,0.0,1.0,0.0,0.0
The Bear,PG,110.0,0.0,6.1,Richard C. Sarafian,Michael Kane,Gary Busey,Biography,1984,1.0,0.0,0.0,2687148.0,1.0,0.0,0.0
Clue,PG,94.0,0.0,7.3,John Hughes,John Landis,Eileen Brennan,Comedy,1985,1.0,0.0,0.0,14643997.0,1.0,0.0,0.0
Cocoon,PG-13,117.0,0.0,6.7,George P. Cosmatos,Tom Benedek,Don Ameche,Comedy,1985,1.0,0.0,0.0,85313124.0,1.0,0.0,0.0
Fright Night,R,106.0,0.0,7.1,Joe Dante,Tom Holland,Chris Sarandon,Fantasy,1985,1.0,0.0,0.0,24922237.0,1.0,0.0,0.0
Mad Max Beyond Thunderdome,PG-13,107.0,0.0,6.3,Martin Scorsese,Terry Hayes,Mel Gibson,Action,1985,1.0,0.0,0.0,36230219.0,1.0,0.0,0.0
Lifeforce,R,101.0,0.0,6.2,Tim Burton,Colin Wilson,Steve Railsback,Action,1985,1.0,0.0,0.0,11603545.0,1.0,0.0,0.0
Just One of the Guys,PG-13,100.0,0.0,6.5,Amy Heckerling,Dennis Feldman,Joyce Hyser,Comedy,1985,1.0,0.0,0.0,11528900.0,1.0,0.0,0.0
The Black Cauldron,PG,80.0,0.0,6.4,Danny Steinmann,Lloyd Alexander,Grant Bardsley,Animation,1985,1.0,0.0,0.0,21288692.0,1.0,0.0,0.0
Friday the 13th: A New Beginning,R,92.0,0.0,4.8,Andrey Konchalovskiy,Martin Kitrosser,Melanie Kinnaman,Horror,1985,1.0,0.0,0.0,21930418.0,1.0,0.0,0.0
Runaway Train,R,111.0,0.0,7.2,Stuart Gordon,Djordje Milicevic,Jon Voight,Action,1986,1.0,0.0,0.0,7683620.0,1.0,0.0,0.0
Tuff Turf,R,112.0,0.0,6.1,Nicholas Meyer,Jette Rinck,James Spader,Action,1985,1.0,0.0,0.0,9369329.0,1.0,0.0,0.0
Volunteers,R,107.0,0.0,5.5,Lewis Teague,Keith Critchlow,Tom Hanks,Adventure,1985,1.0,0.0,0.0,19875740.0,1.0,0.0,0.0
Once Bitten,PG-13,94.0,0.0,5.5,George Bowers,Dimitri Villard,Lauren Hutton,Comedy,1985,1.0,0.0,0.0,10000000.0,1.0,0.0,0.0
White Nights,PG-13,136.0,0.0,6.7,Mel Damski,James Goldman,Mikhail Baryshnikov,Drama,1985,1.0,0.0,0.0,42160849.0,1.0,0.0,0.0
My Beautiful Laundrette,R,97.0,0.0,6.9,Barry Levinson,Hanif Kureishi,Saeed Jaffrey,Comedy,1986,1.0,0.0,0.0,2455535.0,1.0,0.0,0.0
Young Sherlock Holmes,PG-13,109.0,0.0,6.8,Joyce Chopra,Arthur Conan Doyle,Nicholas Rowe,Adventure,1985,1.0,0.0,0.0,19739575.0,1.0,0.0,0.0
Prizzi's Honor,R,130.0,0.0,6.7,Geoff Murphy,Richard Condon,Jack Nicholson,Comedy,1985,1.0,0.0,0.0,26657534.0,1.0,0.0,0.0
The Quiet Earth,R,91.0,0.0,6.8,Jûzô Itami,Craig Harrison,Bruno Lawrence,Drama,1985,1.0,0.0,0.0,2123135.0,1.0,0.0,0.0
Tampopo,Not Rated,114.0,0.0,8.0,William Malone,Jûzô Itami,Ken Watanabe,Comedy,1987,1.0,0.0,0.0,444213.0,1.0,0.0,0.0
The Holcroft Covenant,R,112.0,0.0,5.7,John Frankenheimer,Robert Ludlum,Michael Caine,Action,1985,1.0,0.0,0.0,393825.0,1.0,0.0,0.0
Desert Hearts,R,91.0,0.0,7.0,Donna Deitch,Jane Rule,Helen Shaver,Drama,1986,1.0,0.0,0.0,2492088.0,1.0,0.0,0.0
The Heavenly Kid,PG-13,90.0,0.0,6.3,Cary Medoway,Cary Medoway,Lewis Smith,Comedy,1985,1.0,0.0,0.0,3852271.0,1.0,0.0,0.0
The Man with One Red Shoe,PG,92.0,0.0,5.7,Stan Dragoti,Francis Veber,Tom Hanks,Comedy,1985,1.0,0.0,0.0,8645411.0,1.0,0.0,0.0
My Life as a Dog,Unrated,101.0,0.0,7.6,Lasse Hallström,Reidar Jönsson,Anton Glanzelius,Drama,1987,1.0,0.0,0.0,8349284.0,1.0,0.0,0.0
Tomboy,R,91.0,0.0,4.7,Herb Freed,Ben Zelig,Betsy Russell,Comedy,1985,1.0,0.0,0.0,14100000.0,1.0,0.0,0.0
Invasion U.S.A.,R,107.0,0.0,5.5,Joseph Zito,James Bruner,Chuck Norris,Action,1985,1.0,0.0,0.0,17536256.0,1.0,0.0,0.0
Subway,R,104.0,0.0,6.6,Luc Besson,Luc Besson,Christopher Lambert,Thriller,1985,1.0,0.0,0.0,390659.0,1.0,0.0,0.0
Moving Violations,PG-13,90.0,0.0,5.7,Neal Israel,Neal Israel,John Murray,Comedy,1985,1.0,0.0,0.0,10627754.0,1.0,0.0,0.0
Nomads,R,91.0,0.0,5.3,John McTiernan,John McTiernan,Lesley-Anne Down,Horror,1986,1.0,0.0,0.0,2278264.0,1.0,0.0,0.0
Code of Silence,R,101.0,0.0,6.1,Andrew Davis,Michael Butler,Chuck Norris,Action,1985,1.0,0.0,0.0,20345361.0,1.0,0.0,0.0
Crimewave,PG-13,83.0,0.0,5.7,Sam Raimi,Ethan Coen,Louise Lasser,Comedy,1986,1.0,0.0,0.0,5101.0,1.0,0.0,0.0
The Slugger's Wife,PG-13,105.0,0.0,4.5,Hal Ashby,Neil Simon,Michael O'Keefe,Comedy,1985,1.0,0.0,0.0,1878561.0,1.0,0.0,0.0
Avenging Angel,R,93.0,0.0,4.8,Robert Vincent O'Neil,Robert Vincent O'Neil,Betsy Russell,Action,1985,1.0,0.0,0.0,5622787.0,1.0,0.0,0.0
The Adventures of Mark Twain,G,86.0,0.0,7.4,Will Vinton,Susan Shadburne,James Whitmore,Animation,1985,1.0,0.0,0.0,849915.0,1.0,0.0,0.0
The Bride,PG-13,118.0,0.0,5.3,Franc Roddam,Lloyd Fonvielle,Sting,Fantasy,1985,1.0,0.0,0.0,3558669.0,1.0,0.0,0.0
Morons from Outer Space,PG-13,90.0,0.0,4.5,Mike Hodges,Griff Rhys Jones,Mel Smith,Comedy,1985,1.0,0.0,0.0,441137.0,1.0,0.0,0.0
The Official Story,Not Rated,112.0,0.0,7.8,Luis Puenzo,Aída Bortnik,Norma Aleandro,Drama,1985,1.0,0.0,0.0,69832.0,1.0,0.0,0.0
Radioactive Dreams,R,98.0,0.0,5.6,Albert Pyun,Albert Pyun,John Stockwell,Action,1986,1.0,0.0,0.0,220038.0,1.0,0.0,0.0
Twice in a Lifetime,R,111.0,0.0,6.5,Bud Yorkin,Colin Welland,Gene Hackman,Drama,1985,1.0,0.0,0.0,8402424.0,1.0,0.0,0.0
Water,PG-13,115.0,0.0,6.1,Dick Clement,Dick Clement,Michael Caine,Adventure,1986,1.0,0.0,0.0,1256862.0,1.0,0.0,0.0
Fever Pitch,R,96.0,0.0,4.1,Richard Brooks,Richard Brooks,Ryan O'Neal,Drama,1985,1.0,0.0,0.0,618847.0,1.0,0.0,0.0
Dreamchild,PG,94.0,0.0,6.8,Gavin Millar,Dennis Potter,Coral Browne,Biography,1985,1.0,0.0,0.0,1215923.0,1.0,0.0,0.0
Bad Medicine,PG-13,98.0,0.0,4.6,Harvey Miller,Steven Horowitz,Steve Guttenberg,Comedy,1985,1.0,0.0,0.0,2685453.0,1.0,0.0,0.0
Three Men and a Cradle,PG-13,106.0,0.0,6.6,Coline Serreau,Coline Serreau,Roland Giraud,Comedy,1986,1.0,0.0,0.0,2052466.0,1.0,0.0,0.0
Code Name: Emerald,PG,95.0,0.0,5.9,Jonathan Sanger,Ronald Bass,Ed Harris,Action,1985,1.0,0.0,0.0,561548.0,1.0,0.0,0.0
Colonel Redl,R,144.0,0.0,7.5,István Szabó,István Szabó,Klaus Maria Brandauer,Biography,1985,1.0,0.0,0.0,2357.0,1.0,0.0,0.0
Wuthering Heights,Not Rated,130.0,0.0,6.5,Jacques Rivette,Pascal Bonitzer,Fabienne Babe,Drama,1985,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Top Gun,PG,110.0,0.0,6.9,Tony Scott,Jim Cash,Tom Cruise,Action,1986,1.0,0.0,0.0,357288178.0,1.0,0.0,0.0
Stand by Me,R,89.0,0.0,8.1,Rob Reiner,Stephen King,Wil Wheaton,Adventure,1986,1.0,0.0,0.0,52287414.0,1.0,0.0,0.0
Labyrinth,PG,101.0,0.0,7.4,Jim Henson,Dennis Lee,David Bowie,Adventure,1986,1.0,0.0,0.0,13915874.0,1.0,0.0,0.0
Platoon,R,120.0,0.0,8.1,Oliver Stone,Oliver Stone,Charlie Sheen,Drama,1987,1.0,0.0,0.0,138545632.0,1.0,0.0,0.0
Little Shop of Horrors,PG-13,94.0,0.0,7.0,Frank Oz,Howard Ashman,Rick Moranis,Comedy,1986,1.0,0.0,0.0,38983045.0,1.0,0.0,0.0
The Golden Child,PG-13,94.0,0.0,6.0,Michael Ritchie,Dennis Feldman,Eddie Murphy,Action,1986,1.0,0.0,0.0,79817937.0,1.0,0.0,0.0
The Name of the Rose,R,130.0,0.0,7.7,Jean-Jacques Annaud,Umberto Eco,Sean Connery,Crime,1986,1.0,0.0,0.0,7153487.0,1.0,0.0,0.0
The Color of Money,R,119.0,0.0,7.0,Martin Scorsese,Walter Tevis,Paul Newman,Drama,1986,1.0,0.0,0.0,52293982.0,1.0,0.0,0.0
The Mission,PG,125.0,0.0,7.4,Roland Joffé,Robert Bolt,Robert De Niro,Adventure,1986,1.0,0.0,0.0,17502499.0,1.0,0.0,0.0
Working Girls,Unrated,93.0,0.0,6.6,Lizzie Borden,Lizzie Borden,Louise Smith,Drama,1987,1.0,0.0,0.0,1777378.0,1.0,0.0,0.0
Youngblood,R,110.0,0.0,6.2,Peter Markle,Peter Markle,Rob Lowe,Drama,1986,1.0,0.0,0.0,15448384.0,1.0,0.0,0.0
Iron Eagle,PG-13,117.0,0.0,5.5,Sidney J. Furie,Kevin Alyn Elders,Louis Gossett Jr.,Action,1986,1.0,0.0,0.0,24159872.0,1.0,0.0,0.0
From Beyond,R,85.0,0.0,6.7,Stuart Gordon,H.P. Lovecraft,Jeffrey Combs,Horror,1986,1.0,0.0,0.0,1261000.0,1.0,0.0,0.0
Sid and Nancy,R,112.0,0.0,7.0,Alex Cox,Alex Cox,Gary Oldman,Biography,1986,1.0,0.0,0.0,2850707.0,1.0,0.0,0.0
Henry: Portrait of a Serial Killer,Unrated,83.0,0.0,7.0,John McNaughton,Richard Fire,Michael Rooker,Biography,1990,1.0,0.0,0.0,609939.0,1.0,0.0,0.0
SpaceCamp,PG,107.0,0.0,5.7,Harry Winer,Clifford Green,Kate Capshaw,Adventure,1986,1.0,0.0,0.0,9697739.0,1.0,0.0,0.0
Running Scared,R,107.0,0.0,6.5,Peter Hyams,Gary DeVore,Gregory Hines,Action,1986,1.0,0.0,0.0,38500726.0,1.0,0.0,0.0
Down by Law,R,107.0,0.0,7.7,Jim Jarmusch,Jim Jarmusch,Tom Waits,Comedy,1986,1.0,0.0,0.0,1504286.0,1.0,0.0,0.0
Poltergeist II: the Other Side,PG-13,91.0,0.0,5.7,Brian Gibson,Mark Victor,JoBeth Williams,Horror,1986,1.0,0.0,0.0,40996665.0,1.0,0.0,0.0
Allan Quatermain and the Lost City of Gold,PG,99.0,0.0,4.6,Gary Nelson,H. Rider Haggard,Richard Chamberlain,Action,1987,1.0,0.0,0.0,3751699.0,1.0,0.0,0.0
Lady Jane,PG-13,136.0,0.0,7.1,Trevor Nunn,Chris Bryant,Helena Bonham Carter,Biography,1986,1.0,0.0,0.0,277646.0,1.0,0.0,0.0
F/X,R,109.0,0.0,6.7,Robert Mandel,Robert T. Megginson,Bryan Brown,Action,1986,1.0,0.0,0.0,20603715.0,1.0,0.0,0.0
King Kong Lives,PG-13,105.0,0.0,3.9,John Guillermin,Ronald Shusett,Brian Kerwin,Action,1986,1.0,0.0,0.0,4711220.0,1.0,0.0,0.0
Trick or Treat,R,98.0,0.0,5.8,Charles Martin Smith,Rhet Topham,Marc Price,Comedy,1986,1.0,0.0,0.0,6797218.0,1.0,0.0,0.0
True Stories,PG,89.0,0.0,7.2,David Byrne,Stephen Tobolowsky,David Byrne,Comedy,1986,1.0,0.0,0.0,2545459.0,1.0,0.0,0.0
Deadly Friend,R,91.0,0.0,5.6,Wes Craven,Diana Henstell,Matthew Labyorteaux,Drama,1986,1.0,0.0,0.0,8988731.0,1.0,0.0,0.0
Firewalker,PG,105.0,0.0,5.1,J. Lee Thompson,Robert Gosnell,Chuck Norris,Action,1986,1.0,0.0,0.0,11949484.0,1.0,0.0,0.0
Clockwise,PG,96.0,0.0,6.6,Christopher Morahan,Michael Frayn,John Cleese,Comedy,1986,1.0,0.0,0.0,1476356.0,1.0,0.0,0.0
American Anthem,PG-13,102.0,0.0,4.8,Albert Magnoli,Evan Archerd,Mitchell Gaylord,Drama,1986,1.0,0.0,0.0,4845724.0,1.0,0.0,0.0
Meatballs III: Summer Job,R,96.0,0.0,3.5,George Mendeluk,Janis Allen,Sally Kellerman,Comedy,1987,1.0,0.0,0.0,2147228.0,1.0,0.0,0.0
A Fine Mess,PG,90.0,0.0,4.7,Blake Edwards,Blake Edwards,Ted Danson,Action,1986,1.0,0.0,0.0,6029824.0,1.0,0.0,0.0
Ginger and Fred,PG-13,125.0,0.0,7.3,Federico Fellini,Federico Fellini,Marcello Mastroianni,Comedy,1986,1.0,0.0,0.0,837623.0,1.0,0.0,0.0
Violets Are Blue...,PG-13,88.0,0.0,5.9,Jack Fisk,Naomi Foner,Sissy Spacek,Drama,1986,1.0,0.0,0.0,4743287.0,1.0,0.0,0.0
Parting Glances,Not Rated,90.0,0.0,7.2,Bill Sherwood,Bill Sherwood,John Bolger,Drama,1986,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"'night, Mother",PG-13,96.0,0.0,7.6,Tom Moore,Marsha Norman,Sissy Spacek,Drama,1987,1.0,0.0,0.0,441863.0,1.0,0.0,0.0
Blue City,R,83.0,0.0,4.4,Michelle Manning,Ross Macdonald,Judd Nelson,Action,1986,1.0,0.0,0.0,6947787.0,1.0,0.0,0.0
Dangerously Close,R,95.0,0.0,5.6,Albert Pyun,Scott Fields,John Stockwell,Action,1986,1.0,0.0,0.0,2390525.0,1.0,0.0,0.0
Nutcracker,G,89.0,0.0,7.2,Carroll Ballard,Kent Stowell,Hugh Duncan Bigney Mitchell,Family,1986,1.0,0.0,0.0,781727.0,1.0,0.0,0.0
Oviri,R,90.0,0.0,6.0,Henning Carlsen,Henning Carlsen,Donald Sutherland,Biography,1986,1.0,0.0,0.0,583800.0,1.0,0.0,0.0
Armed Response,R,86.0,0.0,5.0,Fred Olen Ray,T.L. Lankford,David Carradine,Action,1986,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Bullies,R,90.0,0.0,5.3,Paul Lynch,John Sheppard,Jonathan Crombie,Action,1986,1.0,0.0,0.0,2995527.0,1.0,0.0,0.0
Native Son,PG,111.0,0.0,5.8,Jerrold Freedman,Richard Wesley,Victor Love,Drama,1986,1.0,0.0,0.0,1301121.0,1.0,0.0,0.0
Nobody's Fool,PG-13,107.0,0.0,5.5,Evelyn Purcell,Beth Henley,Rosanna Arquette,Comedy,1986,1.0,0.0,0.0,563358.0,1.0,0.0,0.0
Full Metal Jacket,R,116.0,0.0,8.3,Stanley Kubrick,Stanley Kubrick,Matthew Modine,Drama,1987,1.0,0.0,0.0,46357676.0,1.0,0.0,0.0
Predator,R,107.0,0.0,7.8,John McTiernan,Jim Thomas,Arnold Schwarzenegger,Action,1987,1.0,0.0,0.0,98268458.0,1.0,0.0,0.0
The Untouchables,R,119.0,0.0,7.9,Brian De Palma,David Mamet,Kevin Costner,Crime,1987,1.0,0.0,0.0,76270454.0,1.0,0.0,0.0
Spaceballs,PG,96.0,0.0,7.1,Mel Brooks,Mel Brooks,Mel Brooks,Adventure,1987,1.0,0.0,0.0,38119483.0,1.0,0.0,0.0
Lethal Weapon,R,109.0,0.0,7.6,Richard Donner,Shane Black,Mel Gibson,Action,1987,1.0,0.0,0.0,120207127.0,1.0,0.0,0.0
Near Dark,R,94.0,0.0,7.0,Kathryn Bigelow,Kathryn Bigelow,Adrian Pasdar,Action,1988,1.0,0.0,0.0,3369307.0,1.0,0.0,0.0
Hellraiser,R,94.0,0.0,7.0,Clive Barker,Clive Barker,Andrew Robinson,Horror,1987,1.0,0.0,0.0,14575193.0,1.0,0.0,0.0
Empire of the Sun,PG,153.0,0.0,7.7,Steven Spielberg,Tom Stoppard,Christian Bale,Action,1987,1.0,0.0,0.0,22238696.0,1.0,0.0,0.0
The Witches of Eastwick,R,118.0,0.0,6.6,George Miller,John Updike,Jack Nicholson,Comedy,1987,1.0,0.0,0.0,63766510.0,1.0,0.0,0.0
Jaws: the Revenge,PG-13,89.0,0.0,3.0,Joseph Sargent,Peter Benchley,Lorraine Gary,Adventure,1987,1.0,0.0,0.0,51881013.0,1.0,0.0,0.0
Wall Street,R,126.0,0.0,7.4,Oliver Stone,Stanley Weiser,Charlie Sheen,Crime,1987,1.0,0.0,0.0,43848069.0,1.0,0.0,0.0
"Good Morning, Vietnam",R,121.0,0.0,7.3,Barry Levinson,Mitch Markowitz,Robin Williams,Biography,1988,1.0,0.0,0.0,123922370.0,1.0,0.0,0.0
Overboard,PG,112.0,0.0,6.9,Garry Marshall,Leslie Dixon,Goldie Hawn,Comedy,1987,1.0,0.0,0.0,26713187.0,1.0,0.0,0.0
La Bamba,PG-13,108.0,0.0,6.9,Luis Valdez,Luis Valdez,Lou Diamond Phillips,Biography,1987,1.0,0.0,0.0,54215416.0,1.0,0.0,0.0
Revenge of the Nerds II: Nerds in Paradise,PG-13,88.0,0.0,5.1,Joe Roth,Tim Metcalfe,Robert Carradine,Comedy,1987,1.0,0.0,0.0,30063289.0,1.0,0.0,0.0
Wings of Desire,PG-13,128.0,0.0,8.0,Wim Wenders,Wim Wenders,Bruno Ganz,Drama,1988,1.0,0.0,0.0,3404057.0,1.0,0.0,0.0
Maurice,R,140.0,0.0,7.7,James Ivory,E.M. Forster,James Wilby,Drama,1987,1.0,0.0,0.0,2642567.0,1.0,0.0,0.0
The Stepfather,R,89.0,0.0,6.8,Joseph Ruben,Carolyn Lefcourt,Terry O'Quinn,Horror,1987,1.0,0.0,0.0,2488740.0,1.0,0.0,0.0
*batteries not included,PG,106.0,0.0,6.7,Matthew Robbins,Mick Garris,Hume Cronyn,Comedy,1987,1.0,0.0,0.0,65088797.0,1.0,0.0,0.0
Throw Momma from the Train,PG-13,88.0,0.0,6.3,Danny DeVito,Stu Silver,Danny DeVito,Comedy,1987,1.0,0.0,0.0,57915972.0,1.0,0.0,0.0
Aria,R,90.0,0.0,5.8,Directors,Robert Altman,John Hurt,Comedy,1987,1.0,0.0,0.0,1028679.0,1.0,0.0,0.0
The Bedroom Window,R,112.0,0.0,6.4,Curtis Hanson,Anne Holden,Steve Guttenberg,Crime,1987,1.0,0.0,0.0,12640385.0,1.0,0.0,0.0
Maid to Order,PG,93.0,0.0,5.5,Amy Holden Jones,Amy Holden Jones,Ally Sheedy,Fantasy,1987,1.0,0.0,0.0,9868521.0,1.0,0.0,0.0
No Man's Land,R,106.0,0.0,6.1,Peter Werner,Dick Wolf,Charlie Sheen,Crime,1987,1.0,0.0,0.0,2877571.0,1.0,0.0,0.0
Ishtar,PG-13,107.0,0.0,4.5,Elaine May,Elaine May,Warren Beatty,Action,1987,1.0,0.0,0.0,14375181.0,1.0,0.0,0.0
Bagdad Cafe,PG,95.0,0.0,7.4,Percy Adlon,Eleonore Adlon,Marianne Sägebrecht,Comedy,1988,1.0,0.0,0.0,3731829.0,1.0,0.0,0.0
North Shore,PG,96.0,0.0,6.5,William Phelps,William Phelps,Matt Adler,Action,1987,1.0,0.0,0.0,3832228.0,1.0,0.0,0.0
Back to the Beach,PG,92.0,0.0,5.9,Lyndall Hobbs,James Komack,Frankie Avalon,Comedy,1987,1.0,0.0,0.0,13110903.0,1.0,0.0,0.0
Someone to Watch Over Me,R,106.0,0.0,6.1,Ridley Scott,Howard Franklin,Tom Berenger,Crime,1987,1.0,0.0,0.0,10278549.0,1.0,0.0,0.0
White Water Summer,PG,90.0,0.0,6.2,Jeff Bleckner,Manya Starr,Kevin Bacon,Adventure,1987,1.0,0.0,0.0,300859.0,1.0,0.0,0.0
Best Seller,R,95.0,0.0,6.5,John Flynn,Larry Cohen,James Woods,Action,1987,1.0,0.0,0.0,4278150.0,1.0,0.0,0.0
A Month in the Country,PG,96.0,0.0,6.9,Pat O'Connor,Simon Gray,Colin Firth,Drama,1987,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Tin Men,R,112.0,0.0,6.6,Barry Levinson,Barry Levinson,Richard Dreyfuss,Comedy,1987,1.0,0.0,0.0,25411386.0,1.0,0.0,0.0
Gandahar,PG,78.0,0.0,7.1,René Laloux,René Laloux,Glenn Close,Animation,1989,1.0,0.0,0.0,370698.0,1.0,0.0,0.0
The House on Carroll Street,PG,101.0,0.0,6.1,Peter Yates,Walter Bernstein,Kelly McGillis,Thriller,1987,1.0,0.0,0.0,459824.0,1.0,0.0,0.0
Prick Up Your Ears,R,105.0,0.0,7.3,Stephen Frears,John Lahr,Gary Oldman,Biography,1987,1.0,0.0,0.0,1672927.0,1.0,0.0,0.0
Slam Dance,R,92.0,0.0,5.3,Wayne Wang,Don Keith Opper,Tom Hulce,Crime,1987,1.0,0.0,0.0,406881.0,1.0,0.0,0.0
The Sicilian,R,115.0,0.0,5.4,Michael Cimino,Mario Puzo,Christopher Lambert,Action,1987,1.0,0.0,0.0,5406879.0,1.0,0.0,0.0
Creepozoids,R,72.0,0.0,4.0,David DeCoteau,Dave Eisenstark,Linnea Quigley,Horror,1987,1.0,0.0,0.0,0.0,1.0,0.0,0.0
The Outing,R,87.0,0.0,5.1,Tom Daley,Warren Chaney,Deborah Winters,Horror,1987,1.0,0.0,0.0,1083395.0,1.0,0.0,0.0
Nightflyers,R,89.0,0.0,4.3,Robert Collector,George R.R. Martin,Catherine Mary Stewart,Horror,1988,1.0,0.0,0.0,1149470.0,1.0,0.0,0.0
Fatal Beauty,R,104.0,0.0,5.4,Tom Holland,Bill Svanoe,Whoopi Goldberg,Action,1987,1.0,0.0,0.0,12046526.0,1.0,0.0,0.0
Siesta,R,97.0,0.0,5.6,Mary Lambert,Patrice Chaplin,Ellen Barkin,Drama,1987,1.0,0.0,0.0,700000.0,1.0,0.0,0.0
Hot Pursuit,PG-13,93.0,0.0,5.8,Steven Lisberger,Steven Lisberger,John Cusack,Comedy,1987,1.0,0.0,0.0,4215849.0,1.0,0.0,0.0
The Dead,PG,83.0,0.0,7.3,John Huston,James Joyce,Anjelica Huston,Drama,1987,1.0,0.0,0.0,4370078.0,1.0,0.0,0.0
Cross My Heart,R,90.0,0.0,5.7,Armyan Bernstein,Armyan Bernstein,Martin Short,Comedy,1987,1.0,0.0,0.0,1025762.0,1.0,0.0,0.0
Return to Horror High,R,95.0,0.0,4.3,Bill Froehlich,Bill Froehlich,Lori Lethin,Comedy,1987,1.0,0.0,0.0,1189709.0,1.0,0.0,0.0
Straight to Hell,R,86.0,0.0,5.7,Alex Cox,Alex Cox,Sy Richardson,Action,1987,1.0,0.0,0.0,210200.0,1.0,0.0,0.0
Promised Land,R,102.0,0.0,5.7,Michael Hoffman,Michael Hoffman,Jason Gedrick,Drama,1988,1.0,0.0,0.0,316199.0,1.0,0.0,0.0
"No Retreat, No Surrender 2",R,92.0,0.0,5.1,Corey Yuen,Maria Elena Cellino,Loren Avedon,Adventure,1989,1.0,0.0,0.0,0.0,1.0,0.0,0.0
China Girl,R,90.0,0.0,6.2,Abel Ferrara,Nicholas St. John,James Russo,Crime,1987,1.0,0.0,0.0,1262091.0,1.0,0.0,0.0
The Squeeze,PG-13,101.0,0.0,4.7,Roger Young,Daniel Taplitz,Michael Keaton,Action,1987,1.0,0.0,0.0,2228951.0,1.0,0.0,0.0
In the Mood,PG-13,98.0,0.0,6.2,Phil Alden Robinson,Robert Kosberg,Patrick Dempsey,Comedy,1987,1.0,0.0,0.0,999382.0,1.0,0.0,0.0
Square Dance,PG-13,112.0,0.0,5.9,Daniel Petrie,Alan Hines,Jason Robards,Drama,1988,1.0,0.0,0.0,225358.0,1.0,0.0,0.0
Disorderlies,PG,86.0,0.0,5.0,Michael Schultz,Mark Feldberg,Darren Robinson,Comedy,1987,1.0,0.0,0.0,10348437.0,1.0,0.0,0.0
